ticket_id,customer_id,category,priority,channel,created_at,resolved_at,resolution_time_hours,status,satisfaction_score
TKT001757,0270-THENM,Network Slowdown,Critical,Chatbot,2026-06-27 09:07:00,2026-06-27 13:07:00,4.0,Closed,4.0
TKT001758,7554-AKDQF,Call Drops,High,Retail Store,2026-05-02 13:04:00,2026-05-03 09:46:00,20.7,Resolved,3.0
TKT001759,6711-VTNRE,Call Drops,Critical,Retail Store,2026-04-19 21:03:00,2026-04-21 20:51:00,47.8,Closed,3.0
TKT001760,7593-XFKDI,SIM Issue,High,Call Center,2026-08-18 21:31:00,,,Escalated,
TKT001761,7079-QRCBC,Plan Modification,High,Chatbot,2026-08-22 21:55:00,,,Escalated,
TKT001762,4094-NSEDU,Broadband Outage,Medium,Web Portal,2026-05-16 22:40:00,,,In Progress,
TKT001763,9782-LGXMC,Network Slowdown,Medium,Retail Store,2026-03-19 22:14:00,2026-03-22 14:20:00,64.1,Closed,3.0
TKT001764,4786-UKSNZ,Broadband Outage,Critical,Call Center,2026-06-19 15:49:00,2026-06-20 05:13:00,13.4,Closed,3.0
TKT001765,3803-KMQFW,Billing Dispute,Medium,Retail Store,2026-08-06 23:27:00,,,Escalated,
TKT001766,6352-TWCAU,Call Drops,Critical,Retail Store,2026-02-13 13:03:00,2026-02-16 10:21:00,69.3,Closed,1.0
TKT001767,9965-YOKZB,Broadband Outage,Medium,Web Portal,2026-07-02 14:36:00,2026-07-04 16:24:00,49.8,Closed,3.0
TKT001768,0032-PGELS,SIM Issue,Medium,Retail Store,2026-03-16 07:06:00,2026-03-16 08:24:00,1.3,Closed,3.0
TKT001769,0420-BWTPW,Broadband Outage,Critical,Web Portal,2026-08-19 13:59:00,2026-08-22 12:05:00,70.1,Closed,2.0
TKT001770,2091-MJTFX,Plan Modification,Medium,Web Portal,2026-06-05 10:26:00,2026-06-07 15:14:00,52.8,Closed,1.0
TKT001771,4329-YPDDQ,SIM Issue,Medium,Web Portal,2026-02-15 08:09:00,,,Escalated,
TKT001772,9065-ZCPQX,Broadband Outage,Low,Chatbot,2026-07-23 07:02:00,2026-07-24 06:32:00,23.5,Closed,3.0
TKT001773,2984-AFWNC,SIM Issue,Critical,Call Center,2026-03-05 23:10:00,,,In Progress,
TKT001774,4800-CZMPC,SIM Issue,Medium,Chatbot,2026-01-21 20:13:00,2026-01-23 02:07:00,29.9,Closed,1.0
TKT001775,3196-NVXLZ,Network Slowdown,Critical,Chatbot,2026-04-22 17:23:00,2026-04-25 07:59:00,62.6,Closed,5.0
TKT001776,9046-JBFWA,SIM Issue,Critical,Web Portal,2026-08-30 11:23:00,,,Escalated,
TKT001777,0962-CQPWQ,Broadband Outage,Medium,Chatbot,2026-08-27 19:04:00,2026-08-30 10:22:00,63.3,Closed,3.0
TKT001778,2082-CEFLT,Plan Modification,Low,Chatbot,2026-06-28 23:47:00,2026-06-30 15:17:00,39.5,Closed,3.0
TKT001779,2361-FJWNO,Billing Dispute,Low,Call Center,2026-03-05 08:48:00,,,In Progress,
TKT001780,2408-TZMJL,Roaming Issue,High,Mobile App,2026-04-14 23:31:00,,,In Progress,
TKT001781,9812-GHVRI,Plan Modification,High,Retail Store,2026-01-09 14:51:00,,,Escalated,
TKT001782,9824-BEMCV,Network Slowdown,Medium,Retail Store,2026-08-30 09:56:00,2026-09-01 20:38:00,58.7,Closed,2.0
TKT001783,0013-SMEOE,Broadband Outage,Critical,Web Portal,2026-05-18 12:28:00,2026-05-20 11:10:00,46.7,Closed,5.0
TKT001784,5688-KZTSN,Call Drops,Critical,Call Center,2026-07-28 23:57:00,,,Escalated,
TKT001785,0744-GKNGE,Plan Modification,Critical,Mobile App,2026-02-06 20:18:00,2026-02-07 06:18:00,10.0,Closed,3.0
TKT001786,9581-GVBXT,Network Slowdown,High,Chatbot,2026-06-21 22:09:00,,,In Progress,
TKT001787,5696-EXCYS,SIM Issue,Medium,Mobile App,2026-06-17 11:35:00,2026-06-19 16:59:00,53.4,Closed,5.0
TKT001788,4936-YPJNK,Plan Modification,Medium,Chatbot,2026-08-26 19:41:00,,,Escalated,
TKT001789,0488-GSLFR,Network Slowdown,Medium,Chatbot,2026-07-20 21:11:00,,,Escalated,
TKT001790,1952-DVVSW,Call Drops,Critical,Call Center,2026-02-14 19:13:00,2026-02-15 13:49:00,18.6,Closed,5.0
TKT001791,6270-OMFIW,Plan Modification,Low,Retail Store,2026-01-20 16:04:00,2026-01-21 10:46:00,18.7,Resolved,1.0
TKT001792,8696-JKZNU,Roaming Issue,Medium,Chatbot,2026-04-09 10:32:00,2026-04-09 13:08:00,2.6,Resolved,3.0
TKT001793,3720-DBRWL,SIM Issue,Medium,Chatbot,2026-06-26 13:45:00,,,In Progress,
TKT001794,2485-ITVKB,SIM Issue,Medium,Chatbot,2026-06-27 13:00:00,,,Escalated,
TKT001795,3011-WQKSZ,Billing Dispute,High,Call Center,2026-01-13 15:12:00,2026-01-15 13:12:00,46.0,Closed,4.0
TKT001796,6082-OQFBA,Billing Dispute,Low,Retail Store,2026-01-04 10:00:00,2026-01-05 01:12:00,15.2,Closed,5.0
TKT001797,3005-TYFRD,Broadband Outage,Low,Mobile App,2026-06-22 16:17:00,2026-06-22 18:29:00,2.2,Resolved,3.0
TKT001798,1400-MMYXY,Billing Dispute,High,Call Center,2026-05-28 15:32:00,,,In Progress,
TKT001799,2002-MZHWP,Plan Modification,Medium,Web Portal,2026-01-21 23:43:00,2026-01-23 21:37:00,45.9,Closed,1.0
TKT001800,6892-XPFPU,SIM Issue,Critical,Mobile App,2026-07-20 19:23:00,2026-07-23 03:47:00,56.4,Closed,1.0
TKT001801,3428-XZMAZ,Network Slowdown,Low,Mobile App,2026-01-27 08:25:00,2026-01-28 15:01:00,30.6,Resolved,1.0
TKT001802,2391-SOORI,SIM Issue,Critical,Mobile App,2026-04-07 15:37:00,,,Escalated,
TKT001803,0733-VUNUW,SIM Issue,Critical,Web Portal,2026-01-12 15:31:00,2026-01-15 03:01:00,59.5,Resolved,3.0
TKT001804,4735-ASGMA,Call Drops,Critical,Mobile App,2026-05-22 11:42:00,,,In Progress,
TKT001805,2845-AFFTX,Call Drops,Low,Chatbot,2026-06-09 15:44:00,2026-06-10 10:38:00,18.9,Resolved,1.0
TKT001806,5924-SNGKP,Network Slowdown,High,Retail Store,2026-06-20 08:16:00,2026-06-22 11:28:00,51.2,Closed,1.0
TKT001807,0093-EXYQL,Network Slowdown,Medium,Retail Store,2026-06-04 09:50:00,,,In Progress,
TKT001808,2978-XXSOG,SIM Issue,Medium,Call Center,2026-03-14 10:32:00,,,Escalated,
TKT001809,7278-CKDNC,Call Drops,Critical,Retail Store,2026-08-26 18:32:00,,,Escalated,
TKT001810,5949-EBSQK,Call Drops,Critical,Call Center,2026-06-10 19:44:00,2026-06-11 20:08:00,24.4,Resolved,3.0
TKT001811,3104-OWCGK,Billing Dispute,High,Chatbot,2026-02-08 14:34:00,,,In Progress,
TKT001812,1184-PJVDB,Broadband Outage,Medium,Call Center,2026-04-29 20:58:00,,,In Progress,
TKT001813,2012-NWRPA,Network Slowdown,Medium,Call Center,2026-03-20 07:34:00,2026-03-22 13:58:00,54.4,Resolved,1.0
TKT001814,0314-TKOSI,Roaming Issue,High,Mobile App,2026-03-31 12:40:00,2026-04-02 21:22:00,56.7,Resolved,5.0
TKT001815,4376-KFVRS,Roaming Issue,Critical,Mobile App,2026-06-14 12:43:00,,,Escalated,
TKT001816,2004-OCQXK,Broadband Outage,Medium,Call Center,2026-04-04 19:52:00,2026-04-05 11:40:00,15.8,Resolved,1.0
TKT001817,0506-LVNGN,Network Slowdown,Medium,Web Portal,2026-04-10 15:15:00,,,In Progress,
TKT001818,7746-AWNQW,SIM Issue,Critical,Web Portal,2026-08-19 14:58:00,2026-08-22 07:10:00,64.2,Closed,3.0
TKT001819,9965-YOKZB,Call Drops,Critical,Chatbot,2026-02-27 20:59:00,,,Escalated,
TKT001820,0363-QJVFX,Broadband Outage,Low,Web Portal,2026-03-16 08:42:00,,,Escalated,
TKT001821,2636-OHFMN,Roaming Issue,Critical,Web Portal,2026-06-20 19:40:00,2026-06-20 23:10:00,3.5,Resolved,3.0
TKT001822,1349-WXNGG,Plan Modification,Critical,Retail Store,2026-05-28 22:41:00,,,In Progress,
TKT001823,4770-UEZOX,Plan Modification,Low,Retail Store,2026-07-29 20:15:00,,,In Progress,
TKT001824,2952-QAYZF,Broadband Outage,Critical,Web Portal,2026-08-22 08:06:00,,,In Progress,
TKT001825,5574-NXZIU,Broadband Outage,Low,Chatbot,2026-01-14 15:43:00,,,In Progress,
TKT001826,1502-XFCVR,Roaming Issue,Low,Mobile App,2026-03-08 10:13:00,2026-03-09 11:43:00,25.5,Closed,3.0
TKT001827,3154-HMWUU,Network Slowdown,Critical,Retail Store,2026-08-22 16:43:00,2026-08-23 15:01:00,22.3,Resolved,3.0
TKT001828,7029-RPUAV,Call Drops,Low,Retail Store,2026-06-29 14:08:00,2026-06-29 16:02:00,1.9,Closed,1.0
TKT001829,9013-AQORL,Billing Dispute,Critical,Chatbot,2026-01-01 20:26:00,,,Escalated,
TKT001830,5047-LHVLY,Broadband Outage,Medium,Web Portal,2026-07-04 10:09:00,2026-07-04 15:03:00,4.9,Closed,3.0
TKT001831,2737-YNGYW,Network Slowdown,Critical,Retail Store,2026-05-08 18:52:00,2026-05-10 06:58:00,36.1,Resolved,1.0
TKT001832,7969-AULMZ,Call Drops,High,Retail Store,2026-06-12 20:43:00,,,In Progress,
TKT001833,8840-DQLGN,Network Slowdown,High,Web Portal,2026-03-27 18:27:00,,,Escalated,
TKT001834,0388-EOPEX,SIM Issue,Critical,Chatbot,2026-04-14 10:02:00,,,Escalated,
TKT001835,3055-VTCGS,Billing Dispute,Medium,Chatbot,2026-07-25 09:00:00,,,Escalated,
TKT001836,7758-UJWYS,SIM Issue,Critical,Call Center,2026-05-11 18:05:00,2026-05-11 22:59:00,4.9,Resolved,3.0
TKT001837,8405-IGQFX,Call Drops,Low,Call Center,2026-01-28 20:50:00,,,Escalated,
TKT001838,0679-IDSTG,Call Drops,Low,Call Center,2026-05-07 09:51:00,,,Escalated,
TKT001839,0311-QYWSS,Roaming Issue,Critical,Web Portal,2026-02-08 22:02:00,,,Escalated,
TKT001840,3197-NNYNB,Call Drops,Critical,Web Portal,2026-07-28 16:30:00,2026-07-30 09:36:00,41.1,Closed,4.0
TKT001841,0568-ONFPC,SIM Issue,Low,Call Center,2026-07-10 13:57:00,2026-07-11 09:21:00,19.4,Closed,1.0
TKT001842,6849-OYAMU,Roaming Issue,Low,Web Portal,2026-05-18 22:19:00,2026-05-20 08:49:00,34.5,Closed,2.0
TKT001843,5130-IEKQT,SIM Issue,Medium,Web Portal,2026-03-04 17:26:00,2026-03-05 01:02:00,7.6,Closed,2.0
TKT001844,6777-TGHTM,Plan Modification,Critical,Web Portal,2026-05-31 16:57:00,2026-06-02 00:15:00,31.3,Resolved,2.0
TKT001845,8267-ZNYVZ,Plan Modification,Critical,Retail Store,2026-04-24 23:35:00,,,In Progress,
TKT001846,3733-ZEECP,Plan Modification,Medium,Mobile App,2026-06-13 14:51:00,2026-06-16 09:21:00,66.5,Closed,5.0
TKT001847,1761-AEZZR,Call Drops,High,Mobile App,2026-04-13 07:27:00,2026-04-15 19:15:00,59.8,Resolved,1.0
TKT001848,3755-JBMNH,Billing Dispute,Critical,Call Center,2026-03-06 15:50:00,2026-03-08 02:26:00,34.6,Resolved,2.0
TKT001849,3766-EJLFL,Billing Dispute,Critical,Chatbot,2026-03-31 07:25:00,2026-03-31 08:01:00,0.6,Closed,5.0
TKT001850,7089-IVVAZ,Plan Modification,Medium,Mobile App,2026-08-24 13:40:00,2026-08-26 06:58:00,41.3,Closed,1.0
TKT001851,4324-BZCKL,Plan Modification,Critical,Call Center,2026-08-22 15:42:00,,,Escalated,
TKT001852,8593-WHYHV,Billing Dispute,Medium,Retail Store,2026-02-14 13:25:00,,,Escalated,
TKT001853,2266-FUBDZ,Plan Modification,High,Mobile App,2026-05-07 09:38:00,,,In Progress,
TKT001854,9330-VOFSZ,Call Drops,High,Mobile App,2026-06-15 16:48:00,,,Escalated,
TKT001855,5968-XQIVE,Plan Modification,High,Call Center,2026-07-13 17:24:00,2026-07-15 03:12:00,33.8,Resolved,4.0
TKT001856,6434-TTGJP,Broadband Outage,Low,Mobile App,2026-07-15 11:56:00,,,Escalated,
TKT001857,5274-XHAKY,SIM Issue,Medium,Chatbot,2026-02-14 09:55:00,,,In Progress,
TKT001858,9102-IAYHT,Billing Dispute,Medium,Web Portal,2026-01-02 18:18:00,,,Escalated,
TKT001859,4806-HIPDW,Broadband Outage,High,Chatbot,2026-07-13 16:33:00,2026-07-15 07:15:00,38.7,Closed,1.0
TKT001860,9891-NQDBD,SIM Issue,Low,Chatbot,2026-07-29 10:18:00,,,In Progress,
TKT001861,7931-PXHFC,Roaming Issue,Low,Mobile App,2026-08-03 09:47:00,,,Escalated,
TKT001862,4323-SADQS,SIM Issue,Medium,Retail Store,2026-02-15 10:20:00,,,Escalated,
TKT001863,7130-CTCUS,SIM Issue,Critical,Mobile App,2026-08-12 23:57:00,2026-08-14 09:39:00,33.7,Resolved,3.0
TKT001864,4349-GFQHK,Billing Dispute,Low,Call Center,2026-03-21 21:36:00,,,Escalated,
TKT001865,6521-YYTYI,SIM Issue,Low,Retail Store,2026-05-04 20:14:00,2026-05-06 12:20:00,40.1,Closed,3.0
TKT001866,2037-SGXHH,Roaming Issue,Critical,Call Center,2026-01-14 22:19:00,,,In Progress,
TKT001867,4570-QHXHL,Plan Modification,Critical,Mobile App,2026-08-17 14:34:00,,,In Progress,
TKT001868,3589-PPVKW,Roaming Issue,Medium,Chatbot,2026-08-06 07:02:00,2026-08-06 21:08:00,14.1,Resolved,1.0
TKT001869,4002-BQWPQ,Network Slowdown,High,Retail Store,2026-03-01 13:57:00,2026-03-04 00:21:00,58.4,Resolved,3.0
TKT001870,6551-ZCOTS,Network Slowdown,Low,Call Center,2026-04-14 19:48:00,2026-04-16 19:24:00,47.6,Closed,2.0
TKT001871,3577-AMVUX,Broadband Outage,Low,Chatbot,2026-03-30 18:10:00,2026-04-02 14:52:00,68.7,Closed,4.0
TKT001872,6695-AMZUF,Network Slowdown,High,Web Portal,2026-04-17 18:08:00,2026-04-19 16:20:00,46.2,Closed,3.0
TKT001873,6664-FPDAC,SIM Issue,Medium,Call Center,2026-02-23 11:13:00,,,Escalated,
TKT001874,9350-VLHMB,Roaming Issue,Medium,Retail Store,2026-01-30 16:57:00,2026-02-02 11:51:00,66.9,Closed,4.0
TKT001875,0963-ZBDRN,Billing Dispute,Low,Retail Store,2026-07-13 15:26:00,2026-07-14 03:32:00,12.1,Resolved,1.0
TKT001876,7279-BUYWN,Billing Dispute,High,Retail Store,2026-07-08 16:50:00,,,In Progress,
TKT001877,2831-EBWRN,Broadband Outage,High,Call Center,2026-01-30 13:08:00,,,In Progress,
TKT001878,4013-UBXWQ,Broadband Outage,Critical,Call Center,2026-01-18 20:03:00,2026-01-20 03:15:00,31.2,Resolved,1.0
TKT001879,7138-GIRSH,Call Drops,Low,Retail Store,2026-06-26 23:37:00,2026-06-28 13:01:00,37.4,Closed,3.0
TKT001880,5514-YQENT,SIM Issue,Low,Call Center,2026-06-02 17:32:00,2026-06-04 19:38:00,50.1,Closed,5.0
TKT001881,9565-JSNFM,SIM Issue,Low,Call Center,2026-01-15 21:23:00,2026-01-18 08:11:00,58.8,Resolved,3.0
TKT001882,0578-SKVMF,Broadband Outage,Low,Call Center,2026-05-12 23:40:00,,,In Progress,
TKT001883,3737-GCSPV,SIM Issue,High,Call Center,2026-08-02 18:16:00,,,Escalated,
TKT001884,6047-YHPVI,Call Drops,High,Retail Store,2026-03-21 15:55:00,,,Escalated,
TKT001885,6680-WKXRZ,Broadband Outage,Medium,Chatbot,2026-01-12 15:38:00,2026-01-15 06:14:00,62.6,Resolved,2.0
TKT001886,9809-IMGCQ,Network Slowdown,High,Mobile App,2026-03-17 09:49:00,2026-03-17 22:13:00,12.4,Closed,3.0
TKT001887,3014-WJKSM,Roaming Issue,Low,Call Center,2026-02-10 14:02:00,2026-02-11 14:44:00,24.7,Closed,5.0
TKT001888,9332-GYWLO,Call Drops,Critical,Mobile App,2026-01-20 19:39:00,2026-01-22 05:39:00,34.0,Closed,1.0
TKT001889,5287-QWLKY,Network Slowdown,Low,Web Portal,2026-07-12 18:31:00,2026-07-15 15:37:00,69.1,Closed,2.0
TKT001890,2911-UREFD,Roaming Issue,Medium,Mobile App,2026-05-14 16:45:00,2026-05-15 07:51:00,15.1,Closed,2.0
TKT001891,4291-HPAXL,Call Drops,Medium,Retail Store,2026-08-07 10:44:00,,,In Progress,
TKT001892,5276-KQWHG,Roaming Issue,Low,Retail Store,2026-06-05 17:23:00,2026-06-07 19:05:00,49.7,Closed,3.0
TKT001893,1644-IRKSF,Broadband Outage,High,Chatbot,2026-07-21 23:49:00,2026-07-23 18:31:00,42.7,Closed,2.0
TKT001894,3196-NVXLZ,Call Drops,Critical,Chatbot,2026-03-23 08:43:00,2026-03-25 08:25:00,47.7,Resolved,3.0
TKT001895,4471-KXAUH,Broadband Outage,High,Chatbot,2026-05-21 13:54:00,2026-05-22 01:54:00,12.0,Closed,1.0
TKT001896,9360-AHGNL,SIM Issue,Critical,Web Portal,2026-03-05 12:14:00,,,Escalated,
TKT001897,7825-ECJRF,Network Slowdown,Low,Retail Store,2026-05-15 12:20:00,,,In Progress,
TKT001898,3331-HQDTW,Call Drops,High,Mobile App,2026-02-01 17:31:00,,,In Progress,
TKT001899,4566-QVRRW,Plan Modification,High,Call Center,2026-04-24 19:03:00,,,In Progress,
TKT001900,4633-MKHYU,Roaming Issue,Medium,Call Center,2026-04-07 21:04:00,,,In Progress,
TKT001901,0744-BIKKF,Network Slowdown,Low,Retail Store,2026-06-29 09:59:00,,,Escalated,
TKT001902,1162-ECVII,SIM Issue,Critical,Web Portal,2026-07-02 16:20:00,2026-07-05 16:08:00,71.8,Closed,5.0
TKT001903,4873-ILOLJ,Call Drops,Medium,Web Portal,2026-08-17 18:04:00,,,Escalated,
TKT001904,9801-NOSHQ,Network Slowdown,Critical,Call Center,2026-01-14 14:56:00,2026-01-15 12:08:00,21.2,Closed,5.0
TKT001905,1113-IUJYX,SIM Issue,High,Chatbot,2026-01-03 22:27:00,2026-01-05 08:27:00,34.0,Resolved,1.0
TKT001906,1216-BGTSP,SIM Issue,Critical,Call Center,2026-06-22 09:52:00,2026-06-23 17:04:00,31.2,Resolved,4.0
TKT001907,6771-XWBDM,Network Slowdown,Medium,Web Portal,2026-04-07 22:15:00,,,In Progress,
TKT001908,4800-CZMPC,Plan Modification,Low,Mobile App,2026-05-22 13:17:00,2026-05-23 22:47:00,33.5,Closed,3.0
TKT001909,5597-GLBUC,Roaming Issue,Low,Chatbot,2026-07-09 17:54:00,2026-07-11 10:54:00,41.0,Closed,1.0
TKT001910,5522-JBWMO,Billing Dispute,Critical,Call Center,2026-01-17 16:06:00,,,In Progress,
TKT001911,6861-XWTWQ,Network Slowdown,Critical,Retail Store,2026-02-23 13:53:00,2026-02-24 14:17:00,24.4,Resolved,3.0
TKT001912,7634-HLQJR,Broadband Outage,Low,Mobile App,2026-05-23 14:22:00,,,In Progress,
TKT001913,2869-ADAWR,Broadband Outage,Low,Chatbot,2026-03-17 23:55:00,2026-03-19 03:49:00,27.9,Closed,1.0
TKT001914,1217-VASWC,Broadband Outage,Medium,Mobile App,2026-08-04 14:42:00,2026-08-05 23:36:00,32.9,Closed,3.0
TKT001915,4312-GVYNH,Billing Dispute,Critical,Web Portal,2026-05-18 22:31:00,,,Escalated,
TKT001916,2514-GINMM,Roaming Issue,Low,Mobile App,2026-05-23 09:50:00,2026-05-25 21:38:00,59.8,Resolved,2.0
TKT001917,4910-GMJOT,Billing Dispute,High,Mobile App,2026-07-27 20:41:00,,,In Progress,
TKT001918,3319-DWOEP,Billing Dispute,Critical,Mobile App,2026-02-11 10:07:00,2026-02-12 00:25:00,14.3,Resolved,2.0
TKT001919,9385-NXKDA,Plan Modification,Medium,Mobile App,2026-07-24 18:07:00,2026-07-26 05:37:00,35.5,Closed,4.0
TKT001920,7579-OOPEC,Call Drops,High,Retail Store,2026-04-05 23:07:00,2026-04-08 06:37:00,55.5,Resolved,1.0
TKT001921,0616-ATFGB,Roaming Issue,High,Chatbot,2026-06-04 14:40:00,2026-06-05 08:46:00,18.1,Closed,3.0
TKT001922,2478-EEWWM,Roaming Issue,Critical,Retail Store,2026-07-25 19:52:00,2026-07-27 05:34:00,33.7,Resolved,3.0
TKT001923,0488-GSLFR,SIM Issue,Critical,Mobile App,2026-02-10 15:39:00,2026-02-11 22:39:00,31.0,Closed,2.0
TKT001924,5567-WSELE,SIM Issue,Medium,Call Center,2026-06-12 20:17:00,2026-06-15 16:05:00,67.8,Closed,2.0
TKT001925,0374-AACSZ,Billing Dispute,Critical,Chatbot,2026-04-02 21:38:00,,,In Progress,
TKT001926,0420-BWTPW,Broadband Outage,Low,Retail Store,2026-04-28 10:31:00,,,Escalated,
TKT001927,9625-QNLUX,Broadband Outage,Low,Web Portal,2026-08-17 12:24:00,2026-08-18 02:30:00,14.1,Closed,2.0
TKT001928,8229-TNIQA,Roaming Issue,Low,Retail Store,2026-07-11 15:06:00,2026-07-14 14:12:00,71.1,Closed,1.0
TKT001929,0257-KXZGU,Plan Modification,Medium,Web Portal,2026-03-04 16:49:00,2026-03-06 07:13:00,38.4,Closed,3.0
TKT001930,8685-WHQPW,Broadband Outage,High,Mobile App,2026-03-17 12:04:00,2026-03-18 19:10:00,31.1,Closed,3.0
TKT001931,3138-BKYAV,Broadband Outage,Medium,Mobile App,2026-07-06 07:34:00,2026-07-07 00:22:00,16.8,Resolved,3.0
TKT001932,7927-AUXBZ,SIM Issue,High,Retail Store,2026-05-03 09:06:00,,,Escalated,
TKT001933,5240-CAOYT,Roaming Issue,High,Mobile App,2026-08-25 09:34:00,2026-08-27 23:58:00,62.4,Resolved,3.0
TKT001934,1981-INRFU,SIM Issue,Critical,Call Center,2026-03-05 18:42:00,,,Escalated,
TKT001935,3565-UNOCC,Call Drops,Critical,Call Center,2026-02-12 16:21:00,,,Escalated,
TKT001936,5566-SOEZD,Plan Modification,Medium,Web Portal,2026-06-25 21:20:00,,,In Progress,
TKT001937,4883-QICIH,Broadband Outage,Low,Chatbot,2026-01-12 16:33:00,,,In Progress,
TKT001938,7878-RTCZG,Billing Dispute,Medium,Call Center,2026-06-23 16:26:00,,,Escalated,
TKT001939,5565-FILXA,Broadband Outage,Medium,Web Portal,2026-02-19 14:51:00,2026-02-21 11:03:00,44.2,Closed,3.0
TKT001940,0004-TLHLJ,SIM Issue,High,Call Center,2026-04-06 16:49:00,,,In Progress,
TKT001941,4086-YQSNZ,Broadband Outage,High,Chatbot,2026-08-29 21:38:00,,,In Progress,
TKT001942,8182-BJDSI,Call Drops,Medium,Chatbot,2026-03-25 21:31:00,,,Escalated,
TKT001943,6711-FLDFB,Roaming Issue,High,Call Center,2026-06-24 10:23:00,,,Escalated,
TKT001944,9614-RMGHA,Network Slowdown,High,Call Center,2026-01-10 09:02:00,2026-01-11 23:20:00,38.3,Closed,3.0
TKT001945,8063-RJYNF,Plan Modification,Medium,Mobile App,2026-01-05 08:07:00,,,In Progress,
TKT001946,7147-AYBAA,Roaming Issue,High,Retail Store,2026-04-21 09:44:00,,,In Progress,
TKT001947,8849-GYOKR,Billing Dispute,Medium,Chatbot,2026-02-17 08:48:00,2026-02-17 14:54:00,6.1,Closed,3.0
TKT001948,5301-GAUUY,SIM Issue,Critical,Call Center,2026-04-16 13:43:00,2026-04-18 11:19:00,45.6,Resolved,3.0
TKT001949,2833-SLKDQ,Billing Dispute,Medium,Chatbot,2026-03-31 16:17:00,,,In Progress,
TKT001950,8510-AWCXC,SIM Issue,Low,Mobile App,2026-02-11 16:45:00,2026-02-13 22:15:00,53.5,Closed,1.0
TKT001951,1260-TTRXI,Network Slowdown,Low,Web Portal,2026-08-22 07:39:00,,,Escalated,
TKT001952,1907-UBQFC,Network Slowdown,Low,Web Portal,2026-06-10 17:38:00,2026-06-12 03:14:00,33.6,Closed,1.0
TKT001953,3276-HDUEG,Billing Dispute,Low,Call Center,2026-05-09 13:25:00,,,In Progress,
TKT001954,2664-XJZNO,Billing Dispute,Medium,Call Center,2026-07-25 20:53:00,2026-07-26 21:41:00,24.8,Closed,2.0
TKT001955,7593-XFKDI,Billing Dispute,Low,Mobile App,2026-05-23 10:26:00,,,Escalated,
TKT001956,1363-TXLSL,Broadband Outage,Medium,Mobile App,2026-02-12 11:59:00,2026-02-14 12:53:00,48.9,Closed,1.0
TKT001957,0268-QKIWO,SIM Issue,High,Mobile App,2026-01-15 17:35:00,,,Escalated,
TKT001958,1031-IIDEO,Call Drops,Low,Retail Store,2026-07-01 16:52:00,,,In Progress,
TKT001959,4211-MMAZN,SIM Issue,Low,Chatbot,2026-01-30 23:52:00,2026-02-02 00:28:00,48.6,Resolved,1.0
TKT001960,0621-TWIEM,Billing Dispute,Medium,Call Center,2026-03-31 19:52:00,,,Escalated,
TKT001961,6646-QVXLR,Call Drops,High,Retail Store,2026-03-04 15:20:00,2026-03-05 12:50:00,21.5,Closed,3.0
TKT001962,6447-GORXK,Billing Dispute,Low,Call Center,2026-07-29 21:03:00,2026-07-31 17:57:00,44.9,Resolved,5.0
TKT001963,4760-XOHVN,Broadband Outage,Critical,Chatbot,2026-03-04 07:40:00,2026-03-06 16:40:00,57.0,Closed,2.0
TKT001964,2662-NNTDK,Broadband Outage,Critical,Call Center,2026-08-12 19:36:00,,,In Progress,
TKT001965,8490-BXHEO,Plan Modification,Low,Web Portal,2026-03-10 22:37:00,2026-03-13 17:07:00,66.5,Resolved,5.0
TKT001966,6578-KRMAW,Network Slowdown,Medium,Chatbot,2026-08-31 10:45:00,,,Escalated,
TKT001967,9578-FOMUK,SIM Issue,High,Chatbot,2026-05-18 18:08:00,2026-05-20 06:56:00,36.8,Closed,3.0
TKT001968,2782-LFZVW,Roaming Issue,Medium,Call Center,2026-02-05 21:43:00,,,In Progress,
TKT001969,3190-XFANI,Broadband Outage,High,Call Center,2026-05-27 22:48:00,,,Escalated,
TKT001970,2321-OMBXY,Billing Dispute,Low,Chatbot,2026-08-01 16:59:00,2026-08-04 06:59:00,62.0,Closed,1.0
TKT001971,1976-AZZPJ,Broadband Outage,Critical,Mobile App,2026-01-23 20:07:00,2026-01-24 09:01:00,12.9,Closed,5.0
TKT001972,5356-KZCKT,SIM Issue,Critical,Retail Store,2026-01-02 22:47:00,2026-01-04 11:23:00,36.6,Closed,3.0
TKT001973,3049-NDXFL,Network Slowdown,Low,Retail Store,2026-05-05 19:36:00,,,Escalated,
TKT001974,8993-PHFWD,Broadband Outage,Medium,Call Center,2026-02-24 20:41:00,,,Escalated,
TKT001975,9102-IAYHT,Network Slowdown,Low,Chatbot,2026-08-26 11:54:00,,,Escalated,
TKT001976,3744-ZRRDZ,Billing Dispute,Medium,Mobile App,2026-07-21 08:39:00,,,In Progress,
TKT001977,8634-CILSZ,Call Drops,Medium,Web Portal,2026-05-25 09:07:00,,,In Progress,
TKT001978,8952-WCVCD,Network Slowdown,Low,Retail Store,2026-04-03 12:34:00,2026-04-06 11:04:00,70.5,Resolved,4.0
TKT001979,0484-JPBRU,Billing Dispute,Medium,Mobile App,2026-06-20 07:30:00,2026-06-22 19:42:00,60.2,Closed,5.0
TKT001980,3334-CTHOL,Roaming Issue,High,Chatbot,2026-07-23 12:20:00,2026-07-25 16:20:00,52.0,Closed,3.0
TKT001981,2725-IWWBA,Plan Modification,Low,Retail Store,2026-06-14 11:52:00,2026-06-15 00:46:00,12.9,Closed,3.0
