bill_id,customer_id,billing_period,bill_date,due_date,base_amount,additional_charges,discount_amount,tax_amount,total_amount,payment_status
BIL0012562,9574-RKJIF,2026-07,2026-07-01,2026-07-16,94.4,100.0,0.0,34.99,229.39,Paid
BIL0012563,2043-WVTQJ,2026-07,2026-07-01,2026-07-16,55.7,0.0,0.0,10.03,65.73,Pending
BIL0012564,8034-RYTVV,2026-07,2026-07-01,2026-07-16,84.25,0.0,0.0,15.16,99.41,Pending
BIL0012565,3863-QSTYI,2026-07,2026-07-01,2026-07-16,64.65,0.0,50.0,2.64,17.29,Paid
BIL0012566,2619-WFQWU,2026-07,2026-07-01,2026-07-16,70.15,0.0,50.0,3.63,23.78,Paid
BIL0012567,5044-LRQAQ,2026-07,2026-07-01,2026-07-16,69.2,100.0,50.0,21.46,140.66,Paid
BIL0012568,1716-LSAMB,2026-07,2026-07-01,2026-07-16,54.65,0.0,50.0,0.84,5.49,Paid
BIL0012569,1333-PBMXB,2026-07,2026-07-01,2026-07-16,24.75,100.0,50.0,13.46,88.21,Pending
BIL0012570,6546-OPBBH,2026-07,2026-07-01,2026-07-16,23.95,50.0,25.0,8.81,57.76,Overdue
BIL0012571,5985-BEHZK,2026-07,2026-07-01,2026-07-16,105.0,0.0,25.0,14.4,94.4,Paid
BIL0012572,9127-QRZMH,2026-07,2026-07-01,2026-07-16,59.85,0.0,0.0,10.77,70.62,Paid
BIL0012573,5919-VCZYM,2026-07,2026-07-01,2026-07-16,20.05,50.0,50.0,3.61,23.66,Paid
BIL0012574,9644-KVCNC,2026-07,2026-07-01,2026-07-16,92.15,100.0,0.0,34.59,226.74,Paid
BIL0012575,2137-DQMEV,2026-07,2026-07-01,2026-07-16,44.8,0.0,25.0,3.56,23.36,Paid
BIL0012576,8174-LNWMW,2026-07,2026-07-01,2026-07-16,20.9,0.0,0.0,3.76,24.66,Paid
BIL0012577,9279-CJEOJ,2026-07,2026-07-01,2026-07-16,95.4,0.0,0.0,17.17,112.57,Paid
BIL0012578,7964-VEXDG,2026-07,2026-07-01,2026-07-16,80.35,0.0,50.0,5.46,35.81,Paid
BIL0012579,2404-JIBFC,2026-07,2026-07-01,2026-07-16,85.1,100.0,0.0,33.32,218.42,Paid
BIL0012580,0778-NELLA,2026-07,2026-07-01,2026-07-16,34.7,0.0,0.0,6.25,40.95,Pending
BIL0012581,8029-XYPWT,2026-07,2026-07-01,2026-07-16,115.05,50.0,0.0,29.71,194.76,Overdue
BIL0012582,4614-NUVZD,2026-07,2026-07-01,2026-07-16,81.1,150.0,0.0,41.6,272.7,Pending
BIL0012583,4632-PAOYU,2026-07,2026-07-01,2026-07-16,19.95,0.0,0.0,3.59,23.54,Paid
BIL0012584,3803-KMQFW,2026-07,2026-07-01,2026-07-16,20.55,50.0,25.0,8.2,53.75,Paid
BIL0012585,6804-GDMOI,2026-07,2026-07-01,2026-07-16,106.6,50.0,0.0,28.19,184.79,Paid
BIL0012586,2990-OGYTD,2026-07,2026-07-01,2026-07-16,86.15,150.0,0.0,42.51,278.66,Paid
BIL0012587,6646-JPPHA,2026-07,2026-07-01,2026-07-16,78.85,150.0,50.0,32.19,211.04,Paid
BIL0012588,9572-MTILT,2026-07,2026-07-01,2026-07-16,106.75,0.0,0.0,19.21,125.96,Paid
BIL0012589,7658-UYUQS,2026-07,2026-07-01,2026-07-16,86.55,0.0,25.0,11.08,72.63,Paid
BIL0012590,7880-XSOJX,2026-07,2026-07-01,2026-07-16,42.4,0.0,50.0,0.0,0.0,Paid
BIL0012591,9611-CTWIH,2026-07,2026-07-01,2026-07-16,89.45,0.0,0.0,16.1,105.55,Paid
BIL0012592,4589-IUAJB,2026-07,2026-07-01,2026-07-16,24.25,0.0,50.0,0.0,0.0,Paid
BIL0012593,0329-GTIAJ,2026-07,2026-07-01,2026-07-16,97.9,150.0,0.0,44.62,292.52,Paid
BIL0012594,8746-BFOAJ,2026-07,2026-07-01,2026-07-16,20.5,0.0,0.0,3.69,24.19,Paid
BIL0012595,8457-XIGKN,2026-07,2026-07-01,2026-07-16,19.6,150.0,0.0,30.53,200.13,Paid
BIL0012596,6072-NUQCB,2026-07,2026-07-01,2026-07-16,20.25,150.0,0.0,30.64,200.89,Paid
BIL0012597,6629-CZTTH,2026-07,2026-07-01,2026-07-16,55.7,50.0,25.0,14.53,95.23,Paid
BIL0012598,8838-GPHZP,2026-07,2026-07-01,2026-07-16,20.6,0.0,0.0,3.71,24.31,Paid
BIL0012599,8750-QWZAJ,2026-07,2026-07-01,2026-07-16,19.8,100.0,50.0,12.56,82.36,Paid
BIL0012600,5364-EVNIB,2026-07,2026-07-01,2026-07-16,79.8,0.0,50.0,5.36,35.16,Paid
BIL0012601,6918-UMQCG,2026-07,2026-07-01,2026-07-16,80.2,0.0,50.0,5.44,35.64,Overdue
BIL0012602,0675-NCDYU,2026-07,2026-07-01,2026-07-16,116.4,0.0,50.0,11.95,78.35,Paid
BIL0012603,6339-DKLMK,2026-07,2026-07-01,2026-07-16,31.65,50.0,25.0,10.2,66.85,Paid
BIL0012604,1346-PJWTK,2026-07,2026-07-01,2026-07-16,94.15,0.0,0.0,16.95,111.1,Pending
BIL0012605,5088-QZLRL,2026-07,2026-07-01,2026-07-16,20.65,50.0,50.0,3.72,24.37,Paid
BIL0012606,8023-QHAIO,2026-07,2026-07-01,2026-07-16,76.85,50.0,50.0,13.83,90.68,Paid
BIL0012607,4397-FRLTA,2026-07,2026-07-01,2026-07-16,20.15,50.0,50.0,3.63,23.78,Paid
BIL0012608,3057-VJJQE,2026-07,2026-07-01,2026-07-16,55.25,100.0,0.0,27.95,183.2,Paid
BIL0012609,5087-SUURX,2026-07,2026-07-01,2026-07-16,39.05,0.0,50.0,0.0,0.0,Paid
BIL0012610,2302-OUZXB,2026-07,2026-07-01,2026-07-16,82.15,0.0,25.0,10.29,67.44,Paid
BIL0012611,8133-ANHHJ,2026-07,2026-07-01,2026-07-16,103.0,100.0,0.0,36.54,239.54,Paid
BIL0012612,2270-CHBFN,2026-07,2026-07-01,2026-07-16,95.1,0.0,0.0,17.12,112.22,Paid
BIL0012613,0013-EXCHZ,2026-07,2026-07-01,2026-07-16,83.9,0.0,50.0,6.1,40.0,Paid
BIL0012614,5982-FPVQN,2026-07,2026-07-01,2026-07-16,95.15,50.0,25.0,21.63,141.78,Paid
BIL0012615,9107-UKCKY,2026-07,2026-07-01,2026-07-16,79.8,50.0,0.0,23.36,153.16,Paid
BIL0012616,4654-ULTTN,2026-07,2026-07-01,2026-07-16,74.8,0.0,25.0,8.96,58.76,Paid
BIL0012617,5550-VFRLC,2026-07,2026-07-01,2026-07-16,69.85,50.0,25.0,17.07,111.92,Paid
BIL0012618,5546-BYZSM,2026-07,2026-07-01,2026-07-16,20.45,0.0,25.0,0.0,0.0,Paid
BIL0012619,1492-KGETH,2026-07,2026-07-01,2026-07-16,78.35,100.0,25.0,27.6,180.95,Paid
BIL0012620,4929-BSTRX,2026-07,2026-07-01,2026-07-16,53.55,100.0,0.0,27.64,181.19,Paid
BIL0012621,4163-HFTUK,2026-07,2026-07-01,2026-07-16,19.1,50.0,25.0,7.94,52.04,Paid
BIL0012622,8215-NGSPE,2026-07,2026-07-01,2026-07-16,20.0,0.0,0.0,3.6,23.6,Paid
BIL0012623,2225-ZRGSG,2026-07,2026-07-01,2026-07-16,93.9,100.0,50.0,25.9,169.8,Paid
BIL0012624,8859-YSTWS,2026-07,2026-07-01,2026-07-16,19.95,0.0,0.0,3.59,23.54,Paid
BIL0012625,5271-YNWVR,2026-07,2026-07-01,2026-07-16,113.15,0.0,0.0,20.37,133.52,Paid
BIL0012626,7601-DHFWZ,2026-07,2026-07-01,2026-07-16,24.0,50.0,0.0,13.32,87.32,Paid
BIL0012627,2657-ALMWY,2026-07,2026-07-01,2026-07-16,84.95,150.0,25.0,37.79,247.74,Paid
BIL0012628,6330-JKLPC,2026-07,2026-07-01,2026-07-16,80.5,0.0,25.0,9.99,65.49,Paid
BIL0012629,4667-OHGKG,2026-07,2026-07-01,2026-07-16,19.3,0.0,0.0,3.47,22.77,Overdue
BIL0012630,1998-VHJHK,2026-07,2026-07-01,2026-07-16,19.15,0.0,50.0,0.0,0.0,Paid
BIL0012631,1707-HABPF,2026-07,2026-07-01,2026-07-16,91.3,0.0,25.0,11.93,78.23,Paid
BIL0012632,1660-HSOOQ,2026-07,2026-07-01,2026-07-16,49.65,150.0,0.0,35.94,235.59,Paid
BIL0012633,7253-UVNDW,2026-07,2026-07-01,2026-07-16,54.35,0.0,50.0,0.78,5.13,Overdue
BIL0012634,0487-VVUVK,2026-07,2026-07-01,2026-07-16,19.15,0.0,25.0,0.0,0.0,Paid
BIL0012635,7228-OMTPN,2026-07,2026-07-01,2026-07-16,88.45,100.0,25.0,29.42,192.87,Paid
BIL0012636,5063-IUOKK,2026-07,2026-07-01,2026-07-16,19.75,0.0,0.0,3.55,23.3,Paid
BIL0012637,4508-OEBEY,2026-07,2026-07-01,2026-07-16,75.5,0.0,0.0,13.59,89.09,Pending
BIL0012638,0027-KWYKW,2026-07,2026-07-01,2026-07-16,83.75,0.0,0.0,15.07,98.82,Paid
BIL0012639,2308-STERM,2026-07,2026-07-01,2026-07-16,19.4,0.0,50.0,0.0,0.0,Paid
BIL0012640,5982-XMDEX,2026-07,2026-07-01,2026-07-16,26.5,50.0,0.0,13.77,90.27,Paid
BIL0012641,6284-AHOOQ,2026-07,2026-07-01,2026-07-16,90.5,0.0,0.0,16.29,106.79,Paid
BIL0012642,6051-PTVNS,2026-07,2026-07-01,2026-07-16,19.15,150.0,25.0,25.95,170.1,Paid
BIL0012643,2344-JMOGN,2026-07,2026-07-01,2026-07-16,94.85,50.0,50.0,17.07,111.92,Paid
BIL0012644,3799-ISUZQ,2026-07,2026-07-01,2026-07-16,69.95,0.0,25.0,8.09,53.04,Paid
BIL0012645,2877-VDUER,2026-07,2026-07-01,2026-07-16,40.9,0.0,50.0,0.0,0.0,Paid
BIL0012646,9152-AMKAK,2026-07,2026-07-01,2026-07-16,80.25,100.0,0.0,32.45,212.7,Pending
BIL0012647,1794-HBQTJ,2026-07,2026-07-01,2026-07-16,48.6,0.0,0.0,8.75,57.35,Paid
BIL0012648,9432-VOFYX,2026-07,2026-07-01,2026-07-16,70.8,0.0,50.0,3.74,24.54,Paid
BIL0012649,8049-WJCLQ,2026-07,2026-07-01,2026-07-16,60.2,150.0,0.0,37.84,248.04,Paid
BIL0012650,6586-PSJOX,2026-07,2026-07-01,2026-07-16,55.2,50.0,0.0,18.94,124.14,Paid
BIL0012651,2460-FPSYH,2026-07,2026-07-01,2026-07-16,55.8,150.0,50.0,28.04,183.84,Paid
BIL0012652,9705-ZJBCG,2026-07,2026-07-01,2026-07-16,54.15,0.0,0.0,9.75,63.9,Paid
BIL0012653,4818-DRBQT,2026-07,2026-07-01,2026-07-16,80.15,50.0,25.0,18.93,124.08,Paid
BIL0012654,1320-HTRDR,2026-07,2026-07-01,2026-07-16,75.5,0.0,50.0,4.59,30.09,Paid
BIL0012655,6847-KJLTS,2026-07,2026-07-01,2026-07-16,100.4,100.0,0.0,36.07,236.47,Paid
BIL0012656,9670-BPNXF,2026-07,2026-07-01,2026-07-16,62.55,150.0,0.0,38.26,250.81,Paid
BIL0012657,3913-FCUUW,2026-07,2026-07-01,2026-07-16,70.45,0.0,0.0,12.68,83.13,Paid
BIL0012658,3301-VKTGC,2026-07,2026-07-01,2026-07-16,85.5,0.0,0.0,15.39,100.89,Paid
BIL0012659,1493-AMTIE,2026-07,2026-07-01,2026-07-16,20.2,0.0,0.0,3.64,23.84,Paid
BIL0012660,9555-SAHUZ,2026-07,2026-07-01,2026-07-16,54.5,50.0,25.0,14.31,93.81,Paid
BIL0012661,0816-TSPHQ,2026-07,2026-07-01,2026-07-16,20.75,150.0,0.0,30.73,201.48,Pending
BIL0012662,9932-WBWIK,2026-07,2026-07-01,2026-07-16,20.35,0.0,50.0,0.0,0.0,Paid
BIL0012663,4619-EVPHY,2026-07,2026-07-01,2026-07-16,91.0,0.0,0.0,16.38,107.38,Paid
BIL0012664,5286-YHCVC,2026-07,2026-07-01,2026-07-16,104.8,100.0,25.0,32.36,212.16,Paid
BIL0012665,6424-ELEYH,2026-07,2026-07-01,2026-07-16,74.75,0.0,25.0,8.96,58.71,Paid
BIL0012666,4391-RESHN,2026-07,2026-07-01,2026-07-16,104.05,0.0,25.0,14.23,93.28,Paid
BIL0012667,9115-YQHGA,2026-07,2026-07-01,2026-07-16,51.1,0.0,50.0,0.2,1.3,Paid
BIL0012668,4462-CYWMH,2026-07,2026-07-01,2026-07-16,89.8,150.0,25.0,38.66,253.46,Paid
BIL0012669,8963-MQVYN,2026-07,2026-07-01,2026-07-16,20.55,100.0,25.0,17.2,112.75,Paid
BIL0012670,2458-EOMRE,2026-07,2026-07-01,2026-07-16,64.05,150.0,50.0,29.53,193.58,Paid
BIL0012671,9334-GWGOW,2026-07,2026-07-01,2026-07-16,74.85,100.0,50.0,22.47,147.32,Paid
BIL0012672,6821-BUXUX,2026-07,2026-07-01,2026-07-16,96.65,50.0,0.0,26.4,173.05,Paid
BIL0012673,5028-HTLJB,2026-07,2026-07-01,2026-07-16,20.05,0.0,25.0,0.0,0.0,Paid
BIL0012674,9801-GDWGV,2026-07,2026-07-01,2026-07-16,103.45,0.0,25.0,14.12,92.57,Paid
BIL0012675,6542-LWGXJ,2026-07,2026-07-01,2026-07-16,25.0,0.0,50.0,0.0,0.0,Paid
BIL0012676,5567-GZKQY,2026-07,2026-07-01,2026-07-16,20.3,0.0,50.0,0.0,0.0,Paid
BIL0012677,1222-LRYKO,2026-07,2026-07-01,2026-07-16,26.35,100.0,0.0,22.74,149.09,Paid
BIL0012678,2320-JRSDE,2026-07,2026-07-01,2026-07-16,19.9,100.0,50.0,12.58,82.48,Paid
BIL0012679,2087-QAREY,2026-07,2026-07-01,2026-07-16,54.7,0.0,25.0,5.35,35.05,Paid
BIL0012680,0601-WZHJF,2026-07,2026-07-01,2026-07-16,46.35,50.0,50.0,8.34,54.69,Paid
BIL0012681,4423-JWZJN,2026-07,2026-07-01,2026-07-16,90.25,0.0,25.0,11.74,76.99,Paid
BIL0012682,5143-WMWOG,2026-07,2026-07-01,2026-07-16,19.95,0.0,25.0,0.0,0.0,Paid
BIL0012683,6490-FGZAT,2026-07,2026-07-01,2026-07-16,20.65,150.0,25.0,26.22,171.87,Paid
BIL0012684,5393-RXQSZ,2026-07,2026-07-01,2026-07-16,79.6,0.0,50.0,5.33,34.93,Paid
BIL0012685,7452-FOLON,2026-07,2026-07-01,2026-07-16,25.45,0.0,25.0,0.08,0.53,Paid
BIL0012686,2320-TZRRH,2026-07,2026-07-01,2026-07-16,19.5,50.0,0.0,12.51,82.01,Paid
BIL0012687,0231-LXVAP,2026-07,2026-07-01,2026-07-16,75.9,50.0,0.0,22.66,148.56,Paid
BIL0012688,9444-JTXHZ,2026-07,2026-07-01,2026-07-16,76.2,0.0,0.0,13.72,89.92,Paid
BIL0012689,4942-VZZOM,2026-07,2026-07-01,2026-07-16,66.15,0.0,0.0,11.91,78.06,Paid
BIL0012690,5510-BOIUJ,2026-07,2026-07-01,2026-07-16,19.25,0.0,50.0,0.0,0.0,Paid
BIL0012691,7502-BNYGS,2026-07,2026-07-01,2026-07-16,69.1,150.0,25.0,34.94,229.04,Paid
BIL0012692,4291-HYEBC,2026-07,2026-07-01,2026-07-16,39.1,150.0,50.0,25.04,164.14,Paid
BIL0012693,6147-CBCRA,2026-07,2026-07-01,2026-07-16,20.05,0.0,0.0,3.61,23.66,Paid
BIL0012694,6047-SUHPR,2026-07,2026-07-01,2026-07-16,59.8,50.0,0.0,19.76,129.56,Paid
BIL0012695,4471-KXAUH,2026-07,2026-07-01,2026-07-16,84.3,0.0,0.0,15.17,99.47,Paid
BIL0012696,9752-ZNQUT,2026-07,2026-07-01,2026-07-16,48.6,150.0,50.0,26.75,175.35,Paid
BIL0012697,7638-QVMVY,2026-07,2026-07-01,2026-07-16,79.0,0.0,50.0,5.22,34.22,Pending
BIL0012698,1576-PFZIW,2026-07,2026-07-01,2026-07-16,105.35,50.0,0.0,27.96,183.31,Paid
BIL0012699,5666-MBJPT,2026-07,2026-07-01,2026-07-16,25.1,0.0,25.0,0.02,0.12,Paid
BIL0012700,7312-XSBAT,2026-07,2026-07-01,2026-07-16,49.75,100.0,50.0,17.95,117.7,Paid
BIL0012701,3096-GKWEB,2026-07,2026-07-01,2026-07-16,94.75,50.0,25.0,21.55,141.3,Paid
BIL0012702,2371-JQHZZ,2026-07,2026-07-01,2026-07-16,93.0,0.0,50.0,7.74,50.74,Paid
BIL0012703,0674-GCDXG,2026-07,2026-07-01,2026-07-16,71.9,0.0,0.0,12.94,84.84,Paid
BIL0012704,1121-QSIVB,2026-07,2026-07-01,2026-07-16,77.55,150.0,50.0,31.96,209.51,Paid
BIL0012705,4396-KLSEH,2026-07,2026-07-01,2026-07-16,19.85,0.0,25.0,0.0,0.0,Paid
BIL0012706,3244-DCJWY,2026-07,2026-07-01,2026-07-16,70.25,100.0,50.0,21.64,141.89,Paid
BIL0012707,2824-MYYBN,2026-07,2026-07-01,2026-07-16,95.25,0.0,0.0,17.14,112.39,Paid
BIL0012708,0875-CABNR,2026-07,2026-07-01,2026-07-16,84.6,150.0,0.0,42.23,276.83,Paid
BIL0012709,6345-HOVES,2026-07,2026-07-01,2026-07-16,25.05,0.0,0.0,4.51,29.56,Paid
BIL0012710,8318-LCNBW,2026-07,2026-07-01,2026-07-16,53.15,50.0,0.0,18.57,121.72,Paid
BIL0012711,6469-QJKZW,2026-07,2026-07-01,2026-07-16,20.15,0.0,0.0,3.63,23.78,Paid
BIL0012712,0147-ESWWR,2026-07,2026-07-01,2026-07-16,101.25,0.0,50.0,9.22,60.47,Paid
BIL0012713,1217-VASWC,2026-07,2026-07-01,2026-07-16,100.55,100.0,0.0,36.1,236.65,Overdue
BIL0012714,7812-FZHPE,2026-07,2026-07-01,2026-07-16,24.1,0.0,50.0,0.0,0.0,Paid
BIL0012715,6370-ZVHDV,2026-07,2026-07-01,2026-07-16,25.3,150.0,0.0,31.55,206.85,Paid
BIL0012716,5915-DGNVC,2026-07,2026-07-01,2026-07-16,71.8,150.0,0.0,39.92,261.72,Paid
BIL0012717,6260-XLACS,2026-07,2026-07-01,2026-07-16,19.7,0.0,0.0,3.55,23.25,Paid
BIL0012718,3566-CAAYU,2026-07,2026-07-01,2026-07-16,49.85,0.0,0.0,8.97,58.82,Paid
BIL0012719,4983-CCWMC,2026-07,2026-07-01,2026-07-16,69.6,150.0,50.0,30.53,200.13,Paid
BIL0012720,9103-CXVOK,2026-07,2026-07-01,2026-07-16,19.75,100.0,0.0,21.55,141.3,Paid
BIL0012721,2896-TBNBE,2026-07,2026-07-01,2026-07-16,80.8,50.0,50.0,14.54,95.34,Paid
BIL0012722,4797-AXPXK,2026-07,2026-07-01,2026-07-16,60.0,150.0,0.0,37.8,247.8,Paid
BIL0012723,5229-PRWKT,2026-07,2026-07-01,2026-07-16,86.55,0.0,25.0,11.08,72.63,Overdue
BIL0012724,6982-UQZLY,2026-07,2026-07-01,2026-07-16,20.85,0.0,25.0,0.0,0.0,Paid
BIL0012725,2522-WLNSF,2026-07,2026-07-01,2026-07-16,64.2,50.0,0.0,20.56,134.76,Pending
BIL0012726,3841-CONLJ,2026-07,2026-07-01,2026-07-16,35.0,0.0,0.0,6.3,41.3,Paid
BIL0012727,5057-LCOUI,2026-07,2026-07-01,2026-07-16,50.75,100.0,0.0,27.13,177.88,Paid
BIL0012728,0193-ESZXP,2026-07,2026-07-01,2026-07-16,105.5,150.0,0.0,45.99,301.49,Paid
BIL0012729,4475-NVTLU,2026-07,2026-07-01,2026-07-16,19.2,0.0,0.0,3.46,22.66,Overdue
BIL0012730,4369-HTUIF,2026-07,2026-07-01,2026-07-16,85.15,0.0,50.0,6.33,41.48,Paid
BIL0012731,9386-LDCZR,2026-07,2026-07-01,2026-07-16,90.65,100.0,25.0,29.82,195.47,Paid
BIL0012732,9585-KKMFD,2026-07,2026-07-01,2026-07-16,20.0,50.0,0.0,12.6,82.6,Paid
BIL0012733,5399-ZIMKF,2026-07,2026-07-01,2026-07-16,74.65,0.0,0.0,13.44,88.09,Paid
BIL0012734,0336-KXKFK,2026-07,2026-07-01,2026-07-16,61.2,150.0,50.0,29.02,190.22,Paid
BIL0012735,5619-XZZKR,2026-07,2026-07-01,2026-07-16,19.95,0.0,0.0,3.59,23.54,Paid
BIL0012736,3948-FVVRP,2026-07,2026-07-01,2026-07-16,54.8,0.0,0.0,9.86,64.66,Paid
BIL0012737,5327-XOKKY,2026-07,2026-07-01,2026-07-16,73.45,0.0,0.0,13.22,86.67,Paid
BIL0012738,0983-TATYJ,2026-07,2026-07-01,2026-07-16,51.45,100.0,25.0,22.76,149.21,Paid
BIL0012739,1813-JYWTO,2026-07,2026-07-01,2026-07-16,80.45,0.0,0.0,14.48,94.93,Paid
BIL0012740,0156-FVPTA,2026-07,2026-07-01,2026-07-16,54.2,50.0,25.0,14.26,93.46,Paid
BIL0012741,1984-FCOWB,2026-07,2026-07-01,2026-07-16,109.5,150.0,0.0,46.71,306.21,Paid
BIL0012742,0654-HMSHN,2026-07,2026-07-01,2026-07-16,104.4,0.0,0.0,18.79,123.19,Paid
BIL0012743,6719-OXYBR,2026-07,2026-07-01,2026-07-16,85.3,0.0,0.0,15.35,100.65,Paid
BIL0012744,3312-ZWLGF,2026-07,2026-07-01,2026-07-16,79.3,0.0,0.0,14.27,93.57,Paid
BIL0012745,6476-YHMGA,2026-07,2026-07-01,2026-07-16,76.5,50.0,25.0,18.27,119.77,Paid
BIL0012746,5287-QWLKY,2026-07,2026-07-01,2026-07-16,105.1,0.0,25.0,14.42,94.52,Paid
BIL0012747,0795-XCCTE,2026-07,2026-07-01,2026-07-16,25.4,0.0,0.0,4.57,29.97,Paid
BIL0012748,0168-XZKBB,2026-07,2026-07-01,2026-07-16,86.85,0.0,0.0,15.63,102.48,Paid
BIL0012749,3785-NRHYR,2026-07,2026-07-01,2026-07-16,19.65,50.0,25.0,8.04,52.69,Paid
BIL0012750,5196-SGOAK,2026-07,2026-07-01,2026-07-16,75.7,150.0,0.0,40.63,266.33,Paid
BIL0012751,4537-DKTAL,2026-07,2026-07-01,2026-07-16,45.55,150.0,25.0,30.7,201.25,Paid
BIL0012752,7072-MBHEV,2026-07,2026-07-01,2026-07-16,78.1,100.0,0.0,32.06,210.16,Paid
BIL0012753,5602-BVFMK,2026-07,2026-07-01,2026-07-16,19.3,100.0,0.0,21.47,140.77,Paid
BIL0012754,6297-NOOPG,2026-07,2026-07-01,2026-07-16,110.5,50.0,0.0,28.89,189.39,Paid
BIL0012755,1891-UAWWU,2026-07,2026-07-01,2026-07-16,90.8,0.0,25.0,11.84,77.64,Pending
BIL0012756,8204-TIFGJ,2026-07,2026-07-01,2026-07-16,20.3,0.0,25.0,0.0,0.0,Paid
BIL0012757,8050-DVOJX,2026-07,2026-07-01,2026-07-16,81.35,0.0,25.0,10.14,66.49,Paid
BIL0012758,6108-OQZDQ,2026-07,2026-07-01,2026-07-16,97.95,100.0,25.0,31.13,204.08,Paid
BIL0012759,0363-QJVFX,2026-07,2026-07-01,2026-07-16,108.15,0.0,50.0,10.47,68.62,Paid
BIL0012760,8903-XEBGX,2026-07,2026-07-01,2026-07-16,55.3,0.0,25.0,5.45,35.75,Paid
BIL0012761,8169-SAEJD,2026-07,2026-07-01,2026-07-16,56.55,100.0,50.0,19.18,125.73,Overdue
BIL0012762,9840-DVNDC,2026-07,2026-07-01,2026-07-16,80.5,0.0,0.0,14.49,94.99,Paid
BIL0012763,1089-XZWHH,2026-07,2026-07-01,2026-07-16,19.7,0.0,0.0,3.55,23.25,Paid
BIL0012764,2325-WINES,2026-07,2026-07-01,2026-07-16,104.05,0.0,25.0,14.23,93.28,Paid
BIL0012765,6064-ZATLR,2026-07,2026-07-01,2026-07-16,52.85,100.0,25.0,23.01,150.86,Pending
BIL0012766,3096-JRDSO,2026-07,2026-07-01,2026-07-16,104.3,50.0,0.0,27.77,182.07,Paid
BIL0012767,7824-PANSQ,2026-07,2026-07-01,2026-07-16,80.65,0.0,0.0,14.52,95.17,Paid
BIL0012768,8042-JVNFH,2026-07,2026-07-01,2026-07-16,71.35,100.0,0.0,30.84,202.19,Paid
BIL0012769,9648-BCHKM,2026-07,2026-07-01,2026-07-16,24.65,50.0,0.0,13.44,88.09,Paid
BIL0012770,2888-ADFAO,2026-07,2026-07-01,2026-07-16,21.3,150.0,50.0,21.83,143.13,Paid
BIL0012771,8707-HOEDG,2026-07,2026-07-01,2026-07-16,110.2,100.0,25.0,33.34,218.54,Paid
BIL0012772,3374-LXDEV,2026-07,2026-07-01,2026-07-16,89.4,0.0,0.0,16.09,105.49,Paid
BIL0012773,4072-IPYLT,2026-07,2026-07-01,2026-07-16,51.05,0.0,50.0,0.19,1.24,Paid
BIL0012774,7167-PCEYD,2026-07,2026-07-01,2026-07-16,19.8,0.0,0.0,3.56,23.36,Paid
BIL0012775,4936-YPJNK,2026-07,2026-07-01,2026-07-16,19.9,150.0,50.0,21.58,141.48,Paid
BIL0012776,1580-BMCMR,2026-07,2026-07-01,2026-07-16,87.3,0.0,0.0,15.71,103.01,Paid
BIL0012777,4817-KEQSP,2026-07,2026-07-01,2026-07-16,19.85,100.0,0.0,21.57,141.42,Paid
BIL0012778,6408-WHTEF,2026-07,2026-07-01,2026-07-16,89.4,0.0,0.0,16.09,105.49,Paid
BIL0012779,9251-AWQGT,2026-07,2026-07-01,2026-07-16,20.0,0.0,0.0,3.6,23.6,Paid
BIL0012780,8749-CLJXC,2026-07,2026-07-01,2026-07-16,20.05,0.0,25.0,0.0,0.0,Overdue
BIL0012781,7989-VCQOH,2026-07,2026-07-01,2026-07-16,83.25,0.0,50.0,5.98,39.23,Paid
BIL0012782,5049-GLYVG,2026-07,2026-07-01,2026-07-16,20.6,0.0,0.0,3.71,24.31,Pending
BIL0012783,4199-QHJNM,2026-07,2026-07-01,2026-07-16,102.9,100.0,0.0,36.52,239.42,Paid
BIL0012784,8882-TLVRW,2026-07,2026-07-01,2026-07-16,39.1,150.0,25.0,29.54,193.64,Paid
BIL0012785,5883-GTGVD,2026-07,2026-07-01,2026-07-16,99.95,0.0,25.0,13.49,88.44,Paid
BIL0012786,5135-GRQJV,2026-07,2026-07-01,2026-07-16,114.5,50.0,25.0,25.11,164.61,Paid
BIL0012787,2384-OVPSA,2026-07,2026-07-01,2026-07-16,20.2,150.0,50.0,21.64,141.84,Paid
BIL0012788,1371-WEPDS,2026-07,2026-07-01,2026-07-16,55.8,100.0,50.0,19.04,124.84,Pending
BIL0012789,3580-GICBM,2026-07,2026-07-01,2026-07-16,24.2,100.0,0.0,22.36,146.56,Paid
BIL0012790,4817-QRJSX,2026-07,2026-07-01,2026-07-16,81.0,0.0,0.0,14.58,95.58,Paid
BIL0012791,9730-DRTMJ,2026-07,2026-07-01,2026-07-16,72.8,50.0,50.0,13.1,85.9,Paid
BIL0012792,4686-UXDML,2026-07,2026-07-01,2026-07-16,99.85,50.0,50.0,17.97,117.82,Paid
BIL0012793,3349-ANQNH,2026-07,2026-07-01,2026-07-16,99.5,0.0,25.0,13.41,87.91,Paid
BIL0012794,2398-YPMUR,2026-07,2026-07-01,2026-07-16,70.15,150.0,25.0,35.13,230.28,Paid
BIL0012795,0932-YIXYU,2026-07,2026-07-01,2026-07-16,20.25,100.0,0.0,21.64,141.89,Paid
BIL0012796,7480-SPLEF,2026-07,2026-07-01,2026-07-16,26.0,100.0,50.0,13.68,89.68,Paid
