usage_id,customer_id,usage_date,tower_id,voice_minutes,data_usage_mb,data_usage_gb,sms_count,is_roaming
USG00005914,9070-BCKQP,2026-08-28,TWR00060,44,1202.98,1.175,10,False
USG00005915,8668-KNZTI,2026-08-28,TWR00038,89,1824.74,1.782,17,False
USG00005916,4770-UEZOX,2026-08-28,TWR00051,80,2865.58,2.798,0,False
USG00005917,7883-ROJOC,2026-08-28,TWR00061,167,3071.71,3.0,13,False
USG00005918,7147-AYBAA,2026-08-28,TWR00044,75,4128.34,4.032,18,True
USG00005919,1930-QPBVZ,2026-08-28,TWR00046,99,4352.27,4.25,10,False
USG00005920,0266-GMEAO,2026-08-28,TWR00016,102,592.27,0.578,4,False
USG00005921,8144-DGHXP,2026-08-28,TWR00056,113,3573.86,3.49,22,False
USG00005922,8286-AFUYI,2026-08-28,TWR00074,75,4298.82,4.198,24,False
USG00005923,1465-LNTLJ,2026-08-28,TWR00054,151,1085.74,1.06,0,True
USG00005924,9173-IVZVP,2026-08-28,TWR00076,54,319.02,0.312,9,False
USG00005925,7253-UVNDW,2026-08-28,TWR00069,28,2214.59,2.163,25,False
USG00005926,9430-NKQLY,2026-08-28,TWR00026,139,2426.47,2.37,6,False
USG00005927,0480-BIXDE,2026-08-28,TWR00006,74,2053.68,2.006,5,True
USG00005928,1850-AKQEP,2026-08-28,TWR00078,133,3346.24,3.268,17,True
USG00005929,5133-VRSAB,2026-08-28,TWR00041,122,2664.8,2.602,4,False
USG00005930,9741-YLNTD,2026-08-28,TWR00025,121,4440.67,4.337,0,False
USG00005931,1057-FOGLZ,2026-08-28,TWR00046,90,1500.11,1.465,19,False
USG00005932,4791-QRGMF,2026-08-28,TWR00022,111,140.18,0.137,14,False
USG00005933,7013-PSXHK,2026-08-28,TWR00066,30,2942.02,2.873,14,False
USG00005934,0988-AADSA,2026-08-28,TWR00015,64,3110.55,3.038,1,False
USG00005935,8261-GWDBQ,2026-08-28,TWR00005,159,2299.22,2.245,9,False
USG00005936,9609-BENEA,2026-08-28,TWR00042,24,4272.81,4.173,1,False
USG00005937,2606-RMDHZ,2026-08-28,TWR00003,9,4426.39,4.323,7,False
USG00005938,4815-TUMEQ,2026-08-28,TWR00055,84,623.93,0.609,21,False
USG00005939,2233-TXSIU,2026-08-28,TWR00020,118,1114.42,1.088,5,False
USG00005940,0946-CLJTI,2026-08-28,TWR00079,171,894.61,0.874,16,False
USG00005941,9424-CMPOG,2026-08-28,TWR00034,109,1481.82,1.447,23,True
USG00005942,5622-UEJFI,2026-08-28,TWR00069,22,3025.08,2.954,8,False
USG00005943,0454-OKRCT,2026-08-28,TWR00082,168,1980.58,1.934,0,True
USG00005944,6048-UWKAL,2026-08-28,TWR00053,28,4032.14,3.938,12,False
USG00005945,3132-TVFDZ,2026-08-28,TWR00059,95,2783.14,2.718,6,False
USG00005946,1415-YFWLT,2026-08-28,TWR00078,100,1385.22,1.353,20,False
USG00005947,9593-CVZKR,2026-08-28,TWR00091,97,4045.41,3.951,12,False
USG00005948,5307-DZCVC,2026-08-28,TWR00083,140,1979.35,1.933,13,False
USG00005949,5846-ABOBJ,2026-08-28,TWR00013,133,2470.61,2.413,18,False
USG00005950,3967-VQOGC,2026-08-28,TWR00095,12,3003.03,2.933,24,False
USG00005951,8073-IJDCM,2026-08-28,TWR00020,11,3629.09,3.544,0,False
USG00005952,1728-CXQBE,2026-08-28,TWR00063,113,1026.05,1.002,20,False
USG00005953,7101-HRBLJ,2026-08-28,TWR00040,87,1042.79,1.018,3,False
USG00005954,2382-BCKQJ,2026-08-28,TWR00100,92,3042.5,2.971,13,False
USG00005955,8125-QPFJD,2026-08-28,TWR00050,125,1122.82,1.097,4,False
USG00005956,4373-MAVJG,2026-08-28,TWR00045,78,3740.63,3.653,8,False
USG00005957,6253-GNHWH,2026-08-28,TWR00067,118,600.91,0.587,11,False
USG00005958,1448-CYWKC,2026-08-28,TWR00005,180,2350.37,2.295,15,False
USG00005959,1226-UDFZR,2026-08-28,TWR00075,167,4312.65,4.212,17,False
USG00005960,5044-XDPYX,2026-08-28,TWR00017,13,3740.22,3.653,0,False
USG00005961,7964-VEXDG,2026-08-28,TWR00038,24,1572.51,1.536,1,False
USG00005962,4947-DSMXK,2026-08-28,TWR00045,16,3460.08,3.379,15,False
USG00005963,2357-COQEK,2026-08-28,TWR00010,108,140.5,0.137,17,False
USG00005964,3714-NTNFO,2026-08-28,TWR00010,113,967.46,0.945,25,False
USG00005965,1153-GNOLC,2026-08-28,TWR00054,164,4006.85,3.913,8,False
USG00005966,3936-QQFLL,2026-08-28,TWR00014,139,818.65,0.799,0,False
USG00005967,8652-YHIYU,2026-08-28,TWR00100,27,1074.27,1.049,1,True
USG00005968,9052-DHNKM,2026-08-28,TWR00045,148,2987.0,2.917,1,False
USG00005969,7577-SWIFR,2026-08-28,TWR00022,35,1290.87,1.261,4,False
USG00005970,0804-YGEQV,2026-08-28,TWR00038,71,1130.8,1.104,19,False
USG00005971,8225-BTJAU,2026-08-28,TWR00016,37,801.36,0.783,18,False
USG00005972,6711-VTNRE,2026-08-28,TWR00074,43,2343.67,2.289,2,False
USG00005973,7969-AULMZ,2026-08-28,TWR00070,51,1184.41,1.157,12,False
USG00005974,1257-SXUXQ,2026-08-28,TWR00032,156,3028.06,2.957,11,False
USG00005975,1839-UMACK,2026-08-28,TWR00100,111,2078.42,2.03,18,False
USG00005976,5119-NZPTV,2026-08-28,TWR00071,35,452.91,0.442,24,False
USG00005977,4020-KIUDI,2026-08-28,TWR00032,52,1070.5,1.045,6,False
USG00005978,0114-IGABW,2026-08-28,TWR00034,159,359.86,0.351,8,False
USG00005979,0722-SVSFK,2026-08-28,TWR00076,48,1547.08,1.511,6,False
USG00005980,4641-FROLU,2026-08-28,TWR00042,82,894.4,0.873,25,False
USG00005981,2359-QWQUL,2026-08-28,TWR00048,146,846.59,0.827,21,False
USG00005982,7912-SYRQT,2026-08-28,TWR00002,38,1823.01,1.78,6,False
USG00005983,2075-RMJIK,2026-08-28,TWR00001,80,4322.9,4.222,13,False
USG00005984,9938-PRCVK,2026-08-28,TWR00068,39,3325.37,3.247,17,True
USG00005985,3400-ESFUW,2026-08-28,TWR00016,144,3278.59,3.202,8,False
USG00005986,5914-DVBWJ,2026-08-28,TWR00098,48,3274.84,3.198,23,False
USG00005987,8048-DSDFQ,2026-08-28,TWR00087,1,2995.85,2.926,2,False
USG00005988,9174-FKWZE,2026-08-28,TWR00079,59,2751.91,2.687,11,False
USG00005989,0968-GSIKN,2026-08-28,TWR00099,135,245.77,0.24,25,False
USG00005990,9917-KWRBE,2026-08-28,TWR00048,117,1879.3,1.835,17,False
USG00005991,6017-PPLPX,2026-08-28,TWR00002,7,793.83,0.775,9,False
USG00005992,0218-QNVAS,2026-08-28,TWR00005,105,3798.54,3.71,14,False
USG00005993,0691-JVSYA,2026-08-28,TWR00011,178,3694.89,3.608,8,False
USG00005994,5356-RHIPP,2026-08-28,TWR00086,78,3762.78,3.675,7,False
USG00005995,6618-RYATB,2026-08-28,TWR00035,62,636.97,0.622,23,False
USG00005996,4390-KYULV,2026-08-28,TWR00021,171,3963.16,3.87,18,False
USG00005997,5127-BZENZ,2026-08-28,TWR00008,60,3813.57,3.724,4,False
USG00005998,3841-NFECX,2026-08-28,TWR00056,146,1767.13,1.726,12,False
USG00005999,5229-PRWKT,2026-08-28,TWR00022,180,3284.34,3.207,23,False
USG00006000,3750-RNQKR,2026-08-28,TWR00016,176,3798.48,3.709,9,False
USG00006001,9297-FVVDH,2026-08-28,TWR00061,30,791.02,0.772,2,False
USG00006002,8659-IOOPU,2026-08-28,TWR00008,90,2278.29,2.225,9,False
USG00006003,5857-TYBCJ,2026-08-28,TWR00048,169,746.94,0.729,0,False
USG00006004,2789-HQBOU,2026-08-28,TWR00071,2,2312.48,2.258,3,False
USG00006005,1328-EUZHC,2026-08-28,TWR00059,170,1438.44,1.405,15,False
USG00006006,8108-UXRQN,2026-08-28,TWR00034,152,624.59,0.61,0,False
USG00006007,3274-NSDWE,2026-08-28,TWR00005,63,3903.02,3.812,15,False
USG00006008,6481-ESCNL,2026-08-28,TWR00038,12,2121.99,2.072,14,False
USG00006009,1347-KTTTA,2026-08-28,TWR00008,26,1556.35,1.52,2,False
USG00006010,7925-PNRGI,2026-08-28,TWR00042,70,1862.21,1.819,24,False
USG00006011,9362-MWODR,2026-08-28,TWR00045,108,3383.27,3.304,8,True
USG00006012,0118-JPNOY,2026-08-28,TWR00003,176,314.98,0.308,18,False
USG00006013,3545-CNWRG,2026-08-28,TWR00093,98,1947.02,1.901,21,True
USG00006014,1925-TIBLE,2026-08-28,TWR00065,28,3851.27,3.761,4,True
USG00006015,3810-DVDQQ,2026-08-28,TWR00022,96,2412.39,2.356,1,False
USG00006016,1600-DILPE,2026-08-28,TWR00083,19,3179.56,3.105,10,False
USG00006017,3648-GZPHF,2026-08-28,TWR00087,142,4178.24,4.08,8,False
USG00006018,0733-VUNUW,2026-08-28,TWR00076,1,4172.98,4.075,18,False
USG00006019,8597-CTXVJ,2026-08-28,TWR00031,138,4196.16,4.098,7,False
USG00006020,6317-YPKDH,2026-08-28,TWR00078,120,4124.73,4.028,9,False
USG00006021,9746-MDMBK,2026-08-28,TWR00073,40,1788.17,1.746,24,False
USG00006022,3891-NLXJB,2026-08-28,TWR00022,176,2933.85,2.865,4,False
USG00006023,5018-HEKFO,2026-08-28,TWR00082,146,1913.67,1.869,17,False
USG00006024,6993-YCOBK,2026-08-28,TWR00017,1,3261.54,3.185,16,False
USG00006025,4781-ZXYGU,2026-08-28,TWR00075,166,4469.78,4.365,13,False
USG00006026,8631-XVRZL,2026-08-28,TWR00020,153,3791.87,3.703,12,False
USG00006027,1157-BQCUW,2026-08-28,TWR00093,167,1750.71,1.71,16,False
USG00006028,3458-IDMFK,2026-08-28,TWR00096,145,3687.53,3.601,8,False
USG00006029,5565-FILXA,2026-08-28,TWR00013,56,2419.22,2.363,10,True
USG00006030,8087-LGYHQ,2026-08-28,TWR00095,49,1473.83,1.439,25,False
USG00006031,7426-WEIJX,2026-08-28,TWR00003,69,78.3,0.076,3,False
USG00006032,5527-ACHSO,2026-08-28,TWR00099,177,2442.08,2.385,19,False
USG00006033,7876-DNYAP,2026-08-28,TWR00097,150,2907.27,2.839,17,False
USG00006034,9504-YAZWB,2026-08-28,TWR00076,7,3984.86,3.891,7,False
USG00006035,5084-OOVCJ,2026-08-28,TWR00086,36,2003.5,1.957,9,True
USG00006036,8705-DWKTI,2026-08-28,TWR00009,136,1964.47,1.918,9,True
USG00006037,5649-TJHOV,2026-08-28,TWR00030,150,1527.33,1.492,22,False
USG00006038,7994-XIRTR,2026-08-28,TWR00081,84,2984.74,2.915,25,False
USG00006039,8570-KLJYJ,2026-08-28,TWR00040,47,2065.22,2.017,16,False
USG00006040,6746-WAUWT,2026-08-28,TWR00010,17,1285.43,1.255,25,False
USG00006041,2272-QAGFO,2026-08-28,TWR00081,177,2049.39,2.001,12,False
USG00006042,5550-VFRLC,2026-08-28,TWR00023,107,2365.62,2.31,18,True
USG00006043,7621-VPNET,2026-08-28,TWR00002,158,3869.93,3.779,6,True
USG00006044,3259-QMXUN,2026-08-28,TWR00065,143,2894.6,2.827,12,False
USG00006045,4682-BLBUC,2026-08-28,TWR00006,59,1798.22,1.756,4,False
USG00006046,4547-KQRTM,2026-08-28,TWR00063,138,1437.57,1.404,9,False
USG00006047,2996-XAUVF,2026-08-28,TWR00039,88,2867.47,2.8,21,False
USG00006048,3963-RYFNS,2026-08-28,TWR00032,84,910.9,0.89,0,False
USG00006049,2977-CEBSX,2026-08-28,TWR00011,80,3726.97,3.64,13,False
USG00006050,0376-YMCJC,2026-08-28,TWR00071,119,458.45,0.448,10,False
USG00006051,4654-DLAMQ,2026-08-28,TWR00003,70,2162.61,2.112,12,False
USG00006052,2625-TRCZQ,2026-08-28,TWR00060,22,749.7,0.732,16,False
USG00006053,0772-GYEQQ,2026-08-28,TWR00038,172,326.32,0.319,5,True
USG00006054,8562-GHPPI,2026-08-28,TWR00059,113,567.25,0.554,9,False
USG00006055,0685-MLYYM,2026-08-28,TWR00069,39,961.8,0.939,18,False
USG00006056,2946-KIQSP,2026-08-28,TWR00042,0,1868.46,1.825,16,False
USG00006057,4484-GLZOU,2026-08-28,TWR00018,57,868.58,0.848,14,False
USG00006058,8670-MEFCP,2026-08-28,TWR00002,50,795.8,0.777,19,False
USG00006059,1621-YNCJH,2026-08-28,TWR00008,108,2419.74,2.363,7,False
USG00006060,3329-WDIOK,2026-08-28,TWR00065,174,564.04,0.551,20,False
USG00006061,9018-PCIOK,2026-08-28,TWR00057,98,2609.33,2.548,20,False
USG00006062,0871-OPBXW,2026-08-28,TWR00084,157,2323.45,2.269,2,False
USG00006063,9435-JMLSX,2026-08-28,TWR00015,179,3190.96,3.116,6,True
USG00006064,5173-ZXXXL,2026-08-28,TWR00086,166,2232.61,2.18,20,False
USG00006065,6368-TZZDT,2026-08-28,TWR00016,128,1771.93,1.73,6,False
USG00006066,8819-WFGGJ,2026-08-28,TWR00063,174,2452.6,2.395,8,False
USG00006067,8262-COGGB,2026-08-28,TWR00098,84,3042.82,2.972,2,False
USG00006068,6952-OMNWB,2026-08-28,TWR00016,31,641.83,0.627,25,False
USG00006069,8421-WZOOW,2026-08-28,TWR00085,156,2303.41,2.249,2,False
USG00006070,3134-DSHVC,2026-08-28,TWR00060,77,2404.57,2.348,25,False
USG00006071,2712-SYWAY,2026-08-28,TWR00056,76,4074.37,3.979,0,False
USG00006072,1971-DTCZB,2026-08-28,TWR00061,8,3424.17,3.344,14,False
USG00006073,1346-PJWTK,2026-08-28,TWR00005,175,3591.03,3.507,3,False
USG00006074,1195-OIYEJ,2026-08-28,TWR00042,82,2873.95,2.807,24,False
USG00006075,4909-JOUPP,2026-08-28,TWR00010,109,4382.57,4.28,18,False
USG00006076,2254-DLXRI,2026-08-28,TWR00043,64,4343.33,4.242,19,False
USG00006077,3717-OFRTN,2026-08-28,TWR00098,164,4199.21,4.101,15,False
USG00006078,2908-ZTPNF,2026-08-28,TWR00038,36,1309.5,1.279,14,False
USG00006079,0793-TWELN,2026-08-28,TWR00007,103,4217.63,4.119,2,True
USG00006080,9507-EXLTT,2026-08-28,TWR00100,125,4022.53,3.928,17,False
USG00006081,5515-AKOAJ,2026-08-28,TWR00098,32,2199.81,2.148,23,False
USG00006082,3162-ZJZFU,2026-08-28,TWR00097,20,4327.84,4.226,16,False
USG00006083,3768-NLUBH,2026-08-28,TWR00014,5,1436.78,1.403,5,True
USG00006084,8896-RAZCR,2026-08-28,TWR00074,72,102.29,0.1,3,False
USG00006085,3627-FCRDW,2026-08-28,TWR00036,86,2192.33,2.141,14,False
USG00006086,7596-ZYWBB,2026-08-28,TWR00008,165,3825.41,3.736,15,False
USG00006087,9467-ROOLM,2026-08-28,TWR00020,122,2974.26,2.905,6,False
USG00006088,8158-WPEZG,2026-08-28,TWR00090,52,3280.61,3.204,12,False
USG00006089,2886-KEFUM,2026-08-28,TWR00098,70,246.63,0.241,16,False
USG00006090,9640-ZSLDC,2026-08-28,TWR00066,129,2432.57,2.376,24,True
USG00006091,7821-DPRQE,2026-08-28,TWR00007,177,57.83,0.056,20,False
USG00006092,7083-MIOPC,2026-08-28,TWR00043,20,3600.4,3.516,3,False
USG00006093,5671-UUNXD,2026-08-28,TWR00038,22,1407.98,1.375,20,False
USG00006094,6434-TTGJP,2026-08-28,TWR00073,101,3920.01,3.828,11,False
USG00006095,6960-HVYXR,2026-08-28,TWR00033,161,4249.57,4.15,20,False
USG00006096,1237-WIYYZ,2026-08-28,TWR00083,23,2807.79,2.742,0,False
USG00006097,4795-WRNVT,2026-08-28,TWR00060,116,2827.39,2.761,20,False
USG00006098,4139-JPIAM,2026-08-28,TWR00012,28,2306.39,2.252,19,True
USG00006099,7599-FKVXZ,2026-08-28,TWR00081,167,197.93,0.193,2,False
USG00006100,7980-MHFLQ,2026-08-28,TWR00094,154,3656.51,3.571,4,False
USG00006101,0214-JHPFW,2026-08-28,TWR00016,180,841.49,0.822,11,False
USG00006102,7550-WIQVA,2026-08-28,TWR00007,140,1604.31,1.567,20,False
USG00006103,2868-SNELZ,2026-08-28,TWR00024,70,1471.34,1.437,19,False
USG00006104,1915-OAKWD,2026-08-28,TWR00099,47,4125.22,4.029,11,False
USG00006105,4905-JEFDW,2026-08-28,TWR00084,67,1618.21,1.58,5,False
USG00006106,3557-HTYWR,2026-08-28,TWR00082,119,2935.52,2.867,1,False
USG00006107,2232-DMLXU,2026-08-28,TWR00034,114,1561.01,1.524,21,False
USG00006108,9818-XQCUV,2026-08-28,TWR00047,155,3630.51,3.545,11,False
USG00006109,3429-IFLEM,2026-08-28,TWR00011,169,2970.19,2.901,19,False
USG00006110,3814-MLAXC,2026-08-28,TWR00055,116,2496.96,2.438,21,False
USG00006111,1622-HSHSF,2026-08-28,TWR00005,95,1000.54,0.977,25,True
USG00006112,6770-UAYGJ,2026-08-28,TWR00075,5,726.71,0.71,4,False
USG00006113,6261-LHRTG,2026-08-28,TWR00049,91,489.69,0.478,2,False
USG00006114,1345-GKDZZ,2026-08-28,TWR00041,58,3214.86,3.14,7,False
USG00006115,2773-MADBQ,2026-08-28,TWR00042,174,2790.55,2.725,15,False
USG00006116,7614-QVWQL,2026-08-28,TWR00093,42,1117.42,1.091,3,False
USG00006117,4707-YNOQA,2026-08-28,TWR00084,151,630.35,0.616,4,True
USG00006118,0484-JPBRU,2026-08-28,TWR00030,137,4025.33,3.931,1,False
USG00006119,8327-LZKAS,2026-08-28,TWR00002,108,768.18,0.75,11,False
USG00006120,2369-UAPKZ,2026-08-28,TWR00015,131,3668.02,3.582,9,False
USG00006121,6248-TKCQV,2026-08-28,TWR00043,76,3666.35,3.58,4,False
USG00006122,0440-MOGPM,2026-08-28,TWR00071,141,3836.01,3.746,13,False
USG00006123,7109-CQYUZ,2026-08-28,TWR00063,171,458.19,0.447,25,False
USG00006124,3045-XETSH,2026-08-28,TWR00050,97,833.87,0.814,1,False
USG00006125,2364-UFROM,2026-08-28,TWR00024,78,1192.02,1.164,22,False
USG00006126,5940-AHUHD,2026-08-28,TWR00035,70,3166.09,3.092,21,False
USG00006127,3030-ZKIWL,2026-08-28,TWR00023,45,2042.98,1.995,16,False
USG00006128,9992-UJOEL,2026-08-28,TWR00033,91,1629.06,1.591,4,True
USG00006129,0397-GZBBC,2026-08-28,TWR00057,84,1045.94,1.021,7,False
USG00006130,2235-DWLJU,2026-08-28,TWR00053,114,2161.51,2.111,25,False
USG00006131,9170-ARBTB,2026-08-28,TWR00093,5,4155.44,4.058,6,False
USG00006132,6603-QWSPR,2026-08-28,TWR00065,99,3632.94,3.548,13,False
USG00006133,9861-PDSZP,2026-08-28,TWR00010,25,4054.13,3.959,11,True
USG00006134,6286-ZHAOK,2026-08-28,TWR00076,170,3718.19,3.631,23,False
USG00006135,5804-LEPIM,2026-08-28,TWR00095,44,1898.58,1.854,13,False
USG00006136,7312-XSBAT,2026-08-28,TWR00023,72,1614.14,1.576,18,False
USG00006137,7277-OZCGZ,2026-08-28,TWR00094,102,3008.56,2.938,17,False
USG00006138,4011-ARPHK,2026-08-28,TWR00043,57,3113.26,3.04,9,False
USG00006139,9254-RBFON,2026-08-28,TWR00011,10,2750.73,2.686,22,False
USG00006140,7601-DHFWZ,2026-08-28,TWR00074,64,2204.34,2.153,2,False
USG00006141,0396-YCHWO,2026-08-28,TWR00039,154,80.99,0.079,3,False
USG00006142,0244-LGNFY,2026-08-28,TWR00068,137,1754.83,1.714,21,False
USG00006143,6685-GBWJZ,2026-08-28,TWR00064,92,876.08,0.856,22,False
USG00006144,1133-KXCGE,2026-08-28,TWR00094,164,3846.83,3.757,10,False
USG00006145,3946-MHCZW,2026-08-28,TWR00091,139,3499.09,3.417,4,False
USG00006146,7610-TVOPG,2026-08-28,TWR00015,67,3695.28,3.609,4,False
USG00006147,4827-LTQRJ,2026-08-28,TWR00089,81,4311.77,4.211,21,False
USG00006148,8465-SBRXP,2026-08-28,TWR00098,150,4083.14,3.987,21,False
USG00006149,8816-VXNZD,2026-08-28,TWR00042,126,2583.97,2.523,21,False
USG00006150,9058-HRZSV,2026-08-28,TWR00053,136,1635.31,1.597,12,False
USG00006151,5016-LIPDW,2026-08-28,TWR00097,143,3556.94,3.474,10,False
USG00006152,6458-CYIDZ,2026-08-28,TWR00004,0,3938.23,3.846,1,False
USG00006153,7129-ACFOG,2026-08-28,TWR00088,114,93.16,0.091,10,False
USG00006154,0436-TWFFZ,2026-08-28,TWR00085,61,3215.68,3.14,15,False
USG00006155,4897-QSUYC,2026-08-28,TWR00050,14,1667.06,1.628,16,False
USG00006156,3011-WQKSZ,2026-08-28,TWR00090,60,782.88,0.765,8,True
USG00006157,2667-WYLWJ,2026-08-28,TWR00089,123,3806.58,3.717,0,False
USG00006158,0869-PAPRP,2026-08-28,TWR00059,48,1565.0,1.528,11,False
USG00006159,9046-DQMTP,2026-08-28,TWR00007,21,2012.15,1.965,2,True
USG00006160,2235-ZGKPT,2026-08-28,TWR00067,21,73.34,0.072,10,False
USG00006161,4145-UQXUQ,2026-08-28,TWR00066,34,102.87,0.1,14,False
USG00006162,8722-PRFDV,2026-08-28,TWR00076,107,3872.44,3.782,17,False
USG00006163,0369-ZGOVK,2026-08-28,TWR00037,47,597.45,0.583,5,False
USG00006164,4877-EVATK,2026-08-28,TWR00074,69,3733.65,3.646,22,False
USG00006165,7758-XKCBS,2026-08-28,TWR00086,87,1794.22,1.752,10,False
USG00006166,2775-SEFEE,2026-08-28,TWR00092,102,62.37,0.061,11,False
USG00006167,4250-ZBWLV,2026-08-28,TWR00080,29,2157.78,2.107,13,False
USG00006168,6013-BHCAW,2026-08-28,TWR00093,22,1056.42,1.032,2,False
USG00006169,2931-SVLTV,2026-08-28,TWR00019,149,1110.82,1.085,6,False
USG00006170,6563-VNPMN,2026-08-28,TWR00078,68,2093.23,2.044,5,False
USG00006171,7293-LSCDV,2026-08-28,TWR00052,17,4451.46,4.347,11,False
USG00006172,2460-FPSYH,2026-08-28,TWR00044,121,3357.13,3.278,13,False
USG00006173,2716-GFZOR,2026-08-28,TWR00027,46,1606.31,1.569,8,False
USG00006174,2469-DTSGX,2026-08-28,TWR00070,180,3932.63,3.84,4,False
USG00006175,4890-VMUAV,2026-08-28,TWR00030,18,2043.17,1.995,12,True
USG00006176,3137-NYQQI,2026-08-28,TWR00052,70,2838.3,2.772,25,False
USG00006177,8194-PEEBY,2026-08-28,TWR00099,73,2591.1,2.53,9,False
USG00006178,2055-BFOCC,2026-08-28,TWR00057,140,3811.54,3.722,13,False
USG00006179,9526-BIHHD,2026-08-28,TWR00097,39,4276.1,4.176,10,False
USG00006180,9256-JTBNZ,2026-08-28,TWR00049,173,1487.67,1.453,17,False
USG00006181,1042-HFUCW,2026-08-28,TWR00077,111,3359.31,3.281,3,False
USG00006182,2675-DHUTR,2026-08-28,TWR00007,39,821.65,0.802,9,False
USG00006183,2202-CUYXZ,2026-08-28,TWR00054,140,224.25,0.219,3,False
USG00006184,8849-GYOKR,2026-08-28,TWR00018,175,3173.69,3.099,12,False
USG00006185,5693-PIPCS,2026-08-28,TWR00091,123,2749.6,2.685,23,False
USG00006186,9313-CDOGY,2026-08-28,TWR00024,23,2972.21,2.903,2,False
USG00006187,6519-ZHPXP,2026-08-28,TWR00098,102,2332.54,2.278,10,False
USG00006188,9334-GWGOW,2026-08-28,TWR00077,45,2959.86,2.89,10,False
USG00006189,2133-TSRRM,2026-08-28,TWR00044,88,4368.17,4.266,8,False
USG00006190,9795-SHUHB,2026-08-28,TWR00097,53,3393.75,3.314,15,False
USG00006191,5747-PMBSQ,2026-08-28,TWR00057,111,4281.84,4.181,22,False
USG00006192,2024-BASKD,2026-08-28,TWR00016,5,3257.66,3.181,17,False
USG00006193,1945-XISKS,2026-08-28,TWR00094,163,3276.29,3.2,24,False
USG00006194,8387-MOJJT,2026-08-28,TWR00001,54,1815.22,1.773,19,False
USG00006195,5248-KWLAR,2026-08-28,TWR00054,177,3623.43,3.539,14,False
USG00006196,8749-TZYEC,2026-08-28,TWR00038,84,3902.88,3.811,5,False
USG00006197,7595-EUIVN,2026-08-28,TWR00032,152,1031.18,1.007,5,False
USG00006198,8915-NNTRC,2026-08-28,TWR00046,110,507.64,0.496,0,False
USG00006199,5928-QLDHB,2026-08-28,TWR00049,175,4266.88,4.167,2,False
USG00006200,1386-ZIKUV,2026-08-28,TWR00068,152,4406.92,4.304,13,True
USG00006201,0670-ANMUU,2026-08-28,TWR00031,34,4270.76,4.171,16,False
USG00006202,7892-POOKP,2026-08-28,TWR00079,128,424.09,0.414,16,False
USG00006203,9625-QNLUX,2026-08-28,TWR00062,66,4384.43,4.282,9,True
USG00006204,7956-XQWGU,2026-08-28,TWR00023,27,2550.12,2.49,13,False
USG00006205,3022-BEXHZ,2026-08-28,TWR00081,36,382.81,0.374,23,True
USG00006206,7740-BTPUX,2026-08-28,TWR00012,40,156.74,0.153,5,False
USG00006207,8443-WVPSS,2026-08-28,TWR00001,138,1479.87,1.445,0,False
USG00006208,9764-REAFF,2026-08-28,TWR00071,42,3258.09,3.182,9,False
USG00006209,7270-BDIOA,2026-08-28,TWR00002,21,2668.34,2.606,4,True
USG00006210,2740-JFBOK,2026-08-28,TWR00085,42,3730.54,3.643,8,False
USG00006211,4360-PNRQB,2026-08-28,TWR00076,91,3561.81,3.478,19,False
USG00006212,3948-XHGNA,2026-08-28,TWR00017,133,3280.93,3.204,16,True
USG00006213,9065-ZCPQX,2026-08-28,TWR00021,77,342.24,0.334,18,False
USG00006214,8350-NYMVI,2026-08-28,TWR00053,32,1735.95,1.695,0,False
USG00006215,6427-FEFIG,2026-08-28,TWR00015,32,1117.23,1.091,1,False
USG00006216,8205-OTCHB,2026-08-28,TWR00036,68,3386.95,3.308,8,False
USG00006217,0208-BPQEJ,2026-08-28,TWR00012,58,1431.81,1.398,22,False
USG00006218,2587-EKXTS,2026-08-28,TWR00095,94,3059.99,2.988,24,True
USG00006219,4981-FLTMF,2026-08-28,TWR00099,165,3439.25,3.359,14,False
USG00006220,8809-XKHMD,2026-08-28,TWR00046,47,923.36,0.902,6,False
USG00006221,4854-CIDCF,2026-08-28,TWR00031,79,3282.53,3.206,21,False
USG00006222,4548-SDBKE,2026-08-28,TWR00055,157,3139.52,3.066,23,True
USG00006223,0784-ZQJZX,2026-08-28,TWR00094,123,3017.63,2.947,6,False
USG00006224,3410-MHHUM,2026-08-28,TWR00076,89,2545.7,2.486,12,False
USG00006225,1383-EZRWL,2026-08-28,TWR00082,152,128.51,0.125,14,False
USG00006226,2034-GDRCN,2026-08-28,TWR00032,52,3855.12,3.765,0,False
USG00006227,9229-RQABD,2026-08-28,TWR00096,49,2608.97,2.548,7,False
USG00006228,9451-LPGOO,2026-08-28,TWR00008,28,300.1,0.293,5,True
USG00006229,6134-KWTBV,2026-08-28,TWR00045,106,3009.82,2.939,8,False
USG00006230,2025-JKFWI,2026-08-28,TWR00080,103,4332.26,4.231,24,False
USG00006231,5671-RQRLP,2026-08-28,TWR00069,20,910.23,0.889,7,False
USG00006232,7853-GVUDZ,2026-08-28,TWR00005,71,3105.51,3.033,19,False
USG00006233,3786-WOVKF,2026-08-28,TWR00025,77,1133.99,1.107,13,False
USG00006234,0708-SJDIS,2026-08-28,TWR00097,145,4027.3,3.933,1,False
USG00006235,8818-XYFCQ,2026-08-28,TWR00023,92,3318.89,3.241,7,False
USG00006236,0383-CLDDA,2026-08-28,TWR00007,15,2508.68,2.45,23,True
USG00006237,6899-PPEEA,2026-08-28,TWR00029,130,1882.07,1.838,15,False
