payment_id,bill_id,customer_id,payment_datetime,amount,payment_method,payment_gateway,transaction_status,transaction_ref
PMT0007377,BIL0007956,3865-YIOTT,2026-07-08 08:36:00,66.2,Mailed check,Razorpay,SUCCESS,TXN916953024
PMT0007378,BIL0007957,5993-BQHEA,2026-07-13 14:46:00,23.66,Mailed check,Stripe,SUCCESS,TXN780205933
PMT0007379,BIL0007958,6024-RUGGH,2026-07-02 11:22:00,29.74,Net Banking,PhonePe,SUCCESS,TXN766140600
PMT0007380,BIL0007960,3956-CJUST,2026-07-10 09:16:00,265.97,Net Banking,BillDesk,SUCCESS,TXN636581218
PMT0007381,BIL0007961,4079-WWQQQ,2026-07-05 18:22:00,136.35,Electronic check,PhonePe,SUCCESS,TXN484840534
PMT0007382,BIL0007962,6103-BOCOU,2026-07-04 21:05:00,95.23,Debit Card,Stripe,SUCCESS,TXN130083559
PMT0007383,BIL0007963,5149-TGWDZ,2026-07-05 18:48:00,123.37,Debit Card,Stripe,SUCCESS,TXN191156779
PMT0007384,BIL0007964,7471-WNSUF,2026-07-11 15:03:00,28.5,Bank transfer (automatic),Paytm,SUCCESS,TXN761474966
PMT0007385,BIL0007965,8942-DBMHZ,2026-07-10 22:49:00,0.0,Mailed check,Stripe,FAILED,TXN193424340
PMT0007386,BIL0007966,4301-VVZKA,2026-07-09 10:55:00,236.47,Credit Card,Paytm,SUCCESS,TXN934171930
PMT0007387,BIL0007967,9199-PWQVC,2026-07-11 13:08:00,94.05,Bank transfer (automatic),Razorpay,SUCCESS,TXN622749673
PMT0007388,BIL0007968,4824-GUCBY,2026-07-10 12:21:00,96.41,Bank transfer (automatic),PhonePe,SUCCESS,TXN167370851
PMT0007389,BIL0007969,5393-HJZSM,2026-07-04 16:47:00,31.03,Mailed check,Paytm,SUCCESS,TXN368664459
PMT0007390,BIL0007970,7074-IEVOJ,2026-07-06 17:53:00,34.69,Credit Card,BillDesk,SUCCESS,TXN108186732
PMT0007391,BIL0007971,9625-QSTYE,2026-07-11 17:15:00,272.76,Net Banking,Stripe,FAILED,TXN808641827
PMT0007392,BIL0007972,0862-PRCBS,2026-07-10 17:32:00,122.43,Electronic check,BillDesk,SUCCESS,TXN998612292
PMT0007393,BIL0007973,8812-ZRHFP,2026-07-12 21:27:00,161.01,Electronic check,PhonePe,SUCCESS,TXN264277712
PMT0007394,BIL0007974,5146-CBVOE,2026-07-09 14:28:00,88.62,Credit Card,PhonePe,SUCCESS,TXN746214823
PMT0007395,BIL0007975,0454-OKRCT,2026-07-08 11:28:00,213.11,Mailed check,Razorpay,SUCCESS,TXN317194231
PMT0007396,BIL0007976,5787-KXGIY,2026-07-03 17:38:00,111.27,Credit Card,Paytm,SUCCESS,TXN173079040
PMT0007397,BIL0007978,4198-VFOEA,2026-07-08 18:23:00,157.65,Mailed check,PhonePe,SUCCESS,TXN892018767
PMT0007398,BIL0007980,5709-LVOEQ,2026-07-07 16:27:00,95.4,Mailed check,PhonePe,SUCCESS,TXN592680681
PMT0007399,BIL0007981,6400-BWQKW,2026-07-06 19:59:00,34.28,Electronic check,Stripe,SUCCESS,TXN400221827
PMT0007400,BIL0007982,2692-AQCPF,2026-07-12 21:45:00,304.5,UPI,Stripe,SUCCESS,TXN570931933
PMT0007401,BIL0007983,0347-UBKUZ,2026-07-10 22:24:00,23.48,Net Banking,Paytm,SUCCESS,TXN697921427
PMT0007402,BIL0007984,0835-DUUIQ,2026-07-04 14:36:00,83.84,Net Banking,Paytm,SUCCESS,TXN517552918
PMT0007403,BIL0007985,0811-GSDTP,2026-07-10 20:01:00,35.58,Bank transfer (automatic),BillDesk,SUCCESS,TXN507903235
PMT0007404,BIL0007986,7567-ECMCM,2026-07-04 19:09:00,271.22,Electronic check,PhonePe,FAILED,TXN188782653
PMT0007405,BIL0007987,6115-ZTBFQ,2026-07-12 08:24:00,136.29,Electronic check,Paytm,SUCCESS,TXN767316294
PMT0007406,BIL0007988,6353-BRMMA,2026-07-09 12:11:00,93.34,UPI,BillDesk,SUCCESS,TXN719676938
PMT0007407,BIL0007989,6680-WKXRZ,2026-07-15 19:47:00,264.79,Net Banking,Razorpay,SUCCESS,TXN653936615
PMT0007408,BIL0007990,6231-WFGFH,2026-07-06 13:49:00,142.19,Mailed check,Paytm,SUCCESS,TXN982687212
PMT0007409,BIL0007991,9904-EHEVJ,2026-07-12 09:51:00,107.79,UPI,BillDesk,SUCCESS,TXN179849035
PMT0007410,BIL0007992,7028-DVOIQ,2026-07-03 22:10:00,87.38,Debit Card,PhonePe,SUCCESS,TXN415718461
PMT0007411,BIL0007993,6169-PPETC,2026-07-11 08:35:00,83.19,Bank transfer (automatic),Stripe,SUCCESS,TXN111341688
PMT0007412,BIL0007994,4208-UFFGW,2026-07-02 21:13:00,53.04,Credit Card,Stripe,SUCCESS,TXN252014715
PMT0007413,BIL0007995,8584-KMVXD,2026-07-13 21:44:00,236.71,Electronic check,Razorpay,SUCCESS,TXN746651879
PMT0007414,BIL0007996,8467-WYNSR,2026-07-12 16:37:00,183.02,Net Banking,Stripe,FAILED,TXN182563842
PMT0007415,BIL0007997,0851-DFJKB,2026-07-12 15:14:00,187.56,Credit Card,Stripe,SUCCESS,TXN282940564
PMT0007416,BIL0007998,5382-SOYZL,2026-07-13 20:14:00,230.22,Mailed check,PhonePe,SUCCESS,TXN175590951
PMT0007417,BIL0007999,9448-REEVD,2026-07-12 14:40:00,52.75,UPI,Paytm,SUCCESS,TXN428812328
PMT0007418,BIL0008000,3261-CQXOL,2026-07-10 10:56:00,89.03,Net Banking,Paytm,SUCCESS,TXN499958902
PMT0007419,BIL0008001,8388-FYNPZ,2026-07-14 19:31:00,7.96,Electronic check,Razorpay,SUCCESS,TXN625707443
PMT0007420,BIL0008002,4002-BQWPQ,2026-07-15 16:18:00,66.96,Credit Card,Razorpay,SUCCESS,TXN718950132
PMT0007421,BIL0008003,5651-YLPRD,2026-07-06 15:31:00,190.1,Electronic check,PhonePe,SUCCESS,TXN856340944
PMT0007422,BIL0008004,2826-DXLQO,2026-07-12 10:17:00,64.66,Electronic check,Stripe,FAILED,TXN674944607
PMT0007423,BIL0008005,4378-BZYFP,2026-07-02 12:24:00,112.69,Debit Card,PhonePe,SUCCESS,TXN538582569
PMT0007424,BIL0008007,4849-PYRLQ,2026-07-06 11:02:00,27.43,Credit Card,PhonePe,SUCCESS,TXN173147830
PMT0007425,BIL0008008,9117-SHLZX,2026-07-08 17:00:00,112.93,Bank transfer (automatic),Razorpay,SUCCESS,TXN424007031
PMT0007426,BIL0008009,9889-TMAHG,2026-07-10 15:48:00,236.35,Mailed check,Paytm,SUCCESS,TXN117753557
PMT0007427,BIL0008010,4541-RMRLG,2026-07-03 10:10:00,140.71,Electronic check,Stripe,FAILED,TXN224023818
PMT0007428,BIL0008011,7764-BDPEE,2026-07-03 09:59:00,0.0,Mailed check,Paytm,SUCCESS,TXN432580438
PMT0007429,BIL0008012,3429-IFLEM,2026-07-04 12:56:00,32.27,Electronic check,Paytm,SUCCESS,TXN228921399
PMT0007430,BIL0008013,3158-MOERK,2026-07-05 21:51:00,201.78,Debit Card,Paytm,SUCCESS,TXN512566396
PMT0007431,BIL0008014,7294-TMAOP,2026-07-02 10:31:00,224.85,Electronic check,PhonePe,SUCCESS,TXN500192649
PMT0007432,BIL0008015,5002-GCQFH,2026-07-07 16:12:00,110.74,Credit Card,Razorpay,SUCCESS,TXN487740930
PMT0007433,BIL0008016,0556-FJEGU,2026-07-06 08:37:00,259.72,Bank transfer (automatic),PhonePe,SUCCESS,TXN315056501
PMT0007434,BIL0008017,8919-FYFQZ,2026-07-12 10:10:00,0.0,Net Banking,Stripe,SUCCESS,TXN853805202
PMT0007435,BIL0008018,0604-THJFP,2026-07-05 17:41:00,207.62,UPI,Razorpay,SUCCESS,TXN215289260
PMT0007436,BIL0008019,2834-JRTUA,2026-07-12 13:48:00,127.5,Debit Card,PhonePe,SUCCESS,TXN291849834
PMT0007437,BIL0008020,5875-YPQFJ,2026-07-06 16:50:00,82.48,Mailed check,Stripe,SUCCESS,TXN192238215
PMT0007438,BIL0008021,5879-SESNB,2026-07-05 13:00:00,206.79,Debit Card,PhonePe,SUCCESS,TXN461862558
PMT0007439,BIL0008022,6646-QVXLR,2026-07-07 10:49:00,299.42,Net Banking,Paytm,SUCCESS,TXN371917422
PMT0007440,BIL0008023,6461-PPAXN,2026-07-14 19:15:00,123.84,Net Banking,BillDesk,FAILED,TXN772234242
PMT0007441,BIL0008024,3318-ISQFQ,2026-07-09 15:47:00,23.01,Credit Card,BillDesk,SUCCESS,TXN417197174
PMT0007442,BIL0008025,1106-HRLKZ,2026-07-11 18:24:00,82.13,Mailed check,Razorpay,SUCCESS,TXN371294959
PMT0007443,BIL0008026,2483-XSSMZ,2026-07-10 15:52:00,56.46,Bank transfer (automatic),Razorpay,SUCCESS,TXN112466213
PMT0007444,BIL0008027,8603-IJWDN,2026-07-10 08:08:00,102.19,UPI,Paytm,SUCCESS,TXN818576056
PMT0007445,BIL0008028,8165-ZJRNM,2026-07-10 21:14:00,175.52,Debit Card,Razorpay,SUCCESS,TXN652394597
PMT0007446,BIL0008029,9369-XFEHK,2026-07-13 22:52:00,272.11,Debit Card,Razorpay,SUCCESS,TXN892065506
PMT0007447,BIL0008030,2604-XVDAM,2026-07-11 21:05:00,228.68,Credit Card,BillDesk,FAILED,TXN625189941
PMT0007448,BIL0008031,3717-OFRTN,2026-07-06 14:47:00,141.3,Net Banking,Razorpay,SUCCESS,TXN661654911
PMT0007449,BIL0008032,9046-JBFWA,2026-07-05 18:12:00,22.6,Electronic check,Razorpay,SUCCESS,TXN875968679
PMT0007450,BIL0008033,3280-NMUVX,2026-07-04 13:58:00,23.13,Debit Card,Stripe,SUCCESS,TXN643239433
PMT0007451,BIL0008034,1206-EHBDD,2026-07-06 10:30:00,271.75,Bank transfer (automatic),Razorpay,SUCCESS,TXN198103568
PMT0007452,BIL0008036,4883-KCPZJ,2026-07-03 16:30:00,29.79,Bank transfer (automatic),Razorpay,SUCCESS,TXN821008736
PMT0007453,BIL0008037,9108-EQPNQ,2026-07-09 21:27:00,30.8,UPI,Paytm,SUCCESS,TXN130748293
PMT0007454,BIL0008038,7277-KAMWT,2026-07-10 19:13:00,0.0,Debit Card,Razorpay,SUCCESS,TXN193112102
PMT0007455,BIL0008039,3842-IYKUE,2026-07-15 16:05:00,100.65,Bank transfer (automatic),PhonePe,SUCCESS,TXN659105533
PMT0007456,BIL0008040,6641-XRPSU,2026-07-08 12:11:00,141.6,Debit Card,Paytm,SUCCESS,TXN373916341
PMT0007457,BIL0008041,1374-DMZUI,2026-07-13 12:05:00,229.27,Mailed check,PhonePe,SUCCESS,TXN360494696
PMT0007458,BIL0008042,2545-LXYVJ,2026-07-02 13:44:00,201.43,Net Banking,Paytm,SUCCESS,TXN584414366
PMT0007459,BIL0008043,3234-VKACU,2026-07-02 08:41:00,200.95,Electronic check,PhonePe,FAILED,TXN685875149
PMT0007460,BIL0008045,1989-PRJHP,2026-07-14 15:29:00,207.09,Electronic check,Razorpay,SUCCESS,TXN572512703
PMT0007461,BIL0008046,8120-JDCAM,2026-07-13 13:17:00,82.07,Net Banking,Stripe,SUCCESS,TXN672825264
PMT0007462,BIL0008047,8917-FAEMR,2026-07-06 10:49:00,23.42,UPI,Paytm,SUCCESS,TXN785417220
PMT0007463,BIL0008048,7047-YXDMZ,2026-07-08 18:38:00,23.6,Bank transfer (automatic),Stripe,SUCCESS,TXN671897090
PMT0007464,BIL0008049,2858-EIMXH,2026-07-07 11:58:00,142.6,Electronic check,Razorpay,FAILED,TXN474984250
PMT0007465,BIL0008050,9524-EGPJC,2026-07-04 08:47:00,106.32,Electronic check,Razorpay,SUCCESS,TXN685256263
PMT0007466,BIL0008051,6993-OHLXR,2026-07-08 11:53:00,169.86,UPI,Paytm,SUCCESS,TXN732878312
PMT0007467,BIL0008053,6419-ZTTLE,2026-07-06 17:16:00,0.0,Net Banking,Stripe,SUCCESS,TXN813957745
PMT0007468,BIL0008055,6614-YOLAC,2026-07-07 10:21:00,69.21,Mailed check,Razorpay,SUCCESS,TXN821698156
PMT0007469,BIL0008056,7426-RHZGU,2026-07-08 11:50:00,142.66,Mailed check,BillDesk,SUCCESS,TXN113592832
PMT0007470,BIL0008057,4065-JJAVA,2026-07-07 22:51:00,0.0,Credit Card,PhonePe,SUCCESS,TXN342746770
PMT0007471,BIL0008059,3863-IUBJR,2026-07-13 16:27:00,122.31,Net Banking,PhonePe,SUCCESS,TXN377851262
PMT0007472,BIL0008060,7649-SIJJF,2026-07-12 17:21:00,183.02,UPI,BillDesk,SUCCESS,TXN325245327
PMT0007473,BIL0008061,9361-YNQWJ,2026-07-10 13:40:00,87.79,UPI,Razorpay,SUCCESS,TXN185777168
PMT0007474,BIL0008062,3748-FVMZZ,2026-07-02 10:44:00,0.0,UPI,Stripe,SUCCESS,TXN396209274
PMT0007475,BIL0008063,9391-TTOYH,2026-07-14 14:10:00,141.01,Credit Card,Razorpay,SUCCESS,TXN398306184
PMT0007476,BIL0008065,3422-WJOYD,2026-07-08 09:39:00,123.13,Electronic check,Stripe,SUCCESS,TXN986780462
PMT0007477,BIL0008066,8242-SOQUO,2026-07-07 20:42:00,99.95,UPI,BillDesk,SUCCESS,TXN453556945
PMT0007478,BIL0008067,7460-ITWWP,2026-07-06 18:53:00,101.6,UPI,Stripe,SUCCESS,TXN723321436
PMT0007479,BIL0008068,7147-AYBAA,2026-07-07 20:32:00,112.51,Electronic check,BillDesk,SUCCESS,TXN966544480
PMT0007480,BIL0008069,7868-TMWMZ,2026-07-09 17:01:00,70.8,Electronic check,PhonePe,FAILED,TXN264855520
PMT0007481,BIL0008070,4822-RVYBB,2026-07-14 10:15:00,295.71,Bank transfer (automatic),PhonePe,SUCCESS,TXN508025861
PMT0007482,BIL0008071,6732-FZUGP,2026-07-11 20:56:00,111.98,Credit Card,Paytm,SUCCESS,TXN131846816
PMT0007483,BIL0008072,8436-BJUMM,2026-07-15 20:33:00,157.82,Mailed check,Razorpay,SUCCESS,TXN809711785
PMT0007484,BIL0008073,4184-TJFAN,2026-07-08 21:31:00,222.19,Net Banking,Paytm,SUCCESS,TXN649961756
PMT0007485,BIL0008074,8329-GWVPJ,2026-07-04 11:17:00,23.3,Net Banking,BillDesk,SUCCESS,TXN658139138
PMT0007486,BIL0008075,1352-VHKAJ,2026-07-08 11:32:00,84.49,Credit Card,Stripe,SUCCESS,TXN496580882
PMT0007487,BIL0008076,4145-UQXUQ,2026-07-14 15:22:00,49.68,Debit Card,PhonePe,SUCCESS,TXN329580208
PMT0007488,BIL0008077,2632-TACXW,2026-07-11 12:11:00,27.91,Credit Card,PhonePe,SUCCESS,TXN279895252
PMT0007489,BIL0008078,8146-QQKZH,2026-07-04 10:53:00,96.58,Mailed check,PhonePe,SUCCESS,TXN591616583
PMT0007490,BIL0008079,1767-CJKBA,2026-07-11 09:59:00,0.12,Credit Card,Paytm,SUCCESS,TXN658533102
PMT0007491,BIL0008080,6445-TNRXS,2026-07-02 22:39:00,135.35,Net Banking,Razorpay,SUCCESS,TXN944961228
PMT0007492,BIL0008081,4581-LNWUM,2026-07-09 19:45:00,117.0,Credit Card,Stripe,SUCCESS,TXN256364119
PMT0007493,BIL0008082,4869-EPIUS,2026-07-09 11:43:00,36.46,UPI,Stripe,SUCCESS,TXN526741758
PMT0007494,BIL0008083,9948-YPTDG,2026-07-11 08:09:00,64.25,Bank transfer (automatic),Stripe,SUCCESS,TXN654971058
PMT0007495,BIL0008084,1236-WFCDV,2026-07-02 17:57:00,47.73,Net Banking,Paytm,SUCCESS,TXN198016174
PMT0007496,BIL0008085,1915-OAKWD,2026-07-06 09:19:00,22.77,Credit Card,BillDesk,FAILED,TXN672194253
PMT0007497,BIL0008086,7296-PIXQY,2026-07-06 17:27:00,82.84,Electronic check,PhonePe,SUCCESS,TXN822459579
PMT0007498,BIL0008087,4883-QICIH,2026-07-11 12:28:00,170.8,Debit Card,Stripe,SUCCESS,TXN869678572
PMT0007499,BIL0008088,3354-OADJP,2026-07-12 18:53:00,34.51,Credit Card,BillDesk,SUCCESS,TXN572486029
PMT0007500,BIL0008089,3524-WQDSG,2026-07-11 17:25:00,235.17,Debit Card,Razorpay,SUCCESS,TXN231101881
PMT0007501,BIL0008090,0810-DHDBD,2026-07-09 10:37:00,205.32,Debit Card,Razorpay,SUCCESS,TXN968482331
PMT0007502,BIL0008091,4026-SKKHW,2026-07-08 17:07:00,177.29,Net Banking,Razorpay,SUCCESS,TXN434958794
PMT0007503,BIL0008092,2829-HYVZP,2026-07-06 11:06:00,0.0,UPI,Paytm,SUCCESS,TXN432322231
PMT0007504,BIL0008093,8329-IBCTI,2026-07-04 11:11:00,0.0,Debit Card,Paytm,SUCCESS,TXN329811227
PMT0007505,BIL0008094,1271-SJBGZ,2026-07-09 09:27:00,110.51,Bank transfer (automatic),Stripe,SUCCESS,TXN308664216
PMT0007506,BIL0008095,3845-JHAMY,2026-07-14 09:00:00,0.0,Electronic check,Stripe,SUCCESS,TXN494241737
PMT0007507,BIL0008096,7013-PSXHK,2026-07-08 22:28:00,36.29,Credit Card,Razorpay,SUCCESS,TXN673750112
PMT0007508,BIL0008097,5669-SRAIP,2026-07-07 15:52:00,46.61,Bank transfer (automatic),Razorpay,SUCCESS,TXN609297644
PMT0007509,BIL0008098,5981-ITEMU,2026-07-05 16:39:00,114.58,Mailed check,Stripe,SUCCESS,TXN105430879
PMT0007510,BIL0008100,6941-PMGEP,2026-07-11 21:13:00,212.4,UPI,Stripe,SUCCESS,TXN980695661
PMT0007511,BIL0008101,1624-WOIWJ,2026-07-12 18:14:00,70.45,Credit Card,BillDesk,SUCCESS,TXN754788574
PMT0007512,BIL0008102,2074-GKOWZ,2026-07-02 21:13:00,105.67,Credit Card,Paytm,FAILED,TXN201411012
PMT0007513,BIL0008103,0376-YMCJC,2026-07-08 15:58:00,77.41,Electronic check,Stripe,SUCCESS,TXN948383049
PMT0007514,BIL0008104,6100-FJZDG,2026-07-10 18:54:00,82.66,Net Banking,Razorpay,FAILED,TXN944857021
PMT0007515,BIL0008105,4829-ZLJTK,2026-07-03 14:11:00,132.63,Mailed check,Razorpay,SUCCESS,TXN784555774
PMT0007516,BIL0008106,1730-VFMWO,2026-07-02 16:46:00,236.24,Credit Card,Razorpay,SUCCESS,TXN784594828
PMT0007517,BIL0008108,3800-LYTRK,2026-07-13 13:21:00,6.73,UPI,Stripe,SUCCESS,TXN660246769
PMT0007518,BIL0008109,0634-SZPQA,2026-07-03 21:15:00,106.26,Electronic check,BillDesk,SUCCESS,TXN385929626
PMT0007519,BIL0008110,9646-NMHXE,2026-07-14 20:23:00,0.0,Net Banking,BillDesk,SUCCESS,TXN179638222
PMT0007520,BIL0008111,7030-NJVDP,2026-07-12 18:41:00,164.31,Debit Card,Stripe,SUCCESS,TXN356488441
PMT0007521,BIL0008112,5536-RTPWK,2026-07-14 17:42:00,116.88,Mailed check,BillDesk,SUCCESS,TXN631747774
PMT0007522,BIL0008114,6166-ILMNY,2026-07-06 11:49:00,82.3,UPI,BillDesk,SUCCESS,TXN573193521
PMT0007523,BIL0008115,3097-NNSPB,2026-07-02 22:28:00,57.88,Mailed check,Razorpay,SUCCESS,TXN783235333
PMT0007524,BIL0008116,7771-ZONAT,2026-07-12 21:16:00,125.96,Net Banking,Stripe,SUCCESS,TXN760325889
PMT0007525,BIL0008117,0655-RBDUG,2026-07-14 16:37:00,233.7,Mailed check,Paytm,FAILED,TXN420626073
PMT0007526,BIL0008118,2111-DWYHN,2026-07-06 18:11:00,24.9,Net Banking,Paytm,SUCCESS,TXN552815870
PMT0007527,BIL0008119,4194-WHFCB,2026-07-03 09:25:00,173.05,UPI,PhonePe,SUCCESS,TXN368100257
PMT0007528,BIL0008120,4121-AGSIN,2026-07-06 10:47:00,0.0,Net Banking,Razorpay,SUCCESS,TXN918185089
PMT0007529,BIL0008121,4361-BKAXE,2026-07-05 10:04:00,194.11,Mailed check,BillDesk,SUCCESS,TXN534750881
PMT0007530,BIL0008122,9845-PEEKO,2026-07-06 18:45:00,152.46,Electronic check,Stripe,SUCCESS,TXN766230057
PMT0007531,BIL0008123,0455-XFASS,2026-07-06 16:31:00,23.07,Electronic check,PhonePe,SUCCESS,TXN811321850
PMT0007532,BIL0008124,0301-KOBTQ,2026-07-03 21:54:00,0.0,Credit Card,Razorpay,SUCCESS,TXN637058603
PMT0007533,BIL0008125,1751-NCDLI,2026-07-14 09:40:00,116.64,Mailed check,Paytm,SUCCESS,TXN758278238
PMT0007534,BIL0008126,4367-NUYAO,2026-07-07 19:25:00,0.89,UPI,PhonePe,SUCCESS,TXN617938921
PMT0007535,BIL0008127,9878-TNQGW,2026-07-07 16:19:00,36.52,Net Banking,PhonePe,SUCCESS,TXN214489034
PMT0007536,BIL0008128,9170-ARBTB,2026-07-10 11:03:00,23.13,Credit Card,Paytm,SUCCESS,TXN130231978
PMT0007537,BIL0008129,4441-NIHPT,2026-07-13 15:21:00,205.67,Debit Card,PhonePe,SUCCESS,TXN532709199
PMT0007538,BIL0008130,8999-BOHSE,2026-07-08 22:33:00,46.85,Net Banking,BillDesk,SUCCESS,TXN373149579
PMT0007539,BIL0008131,7241-AJHFS,2026-07-05 11:17:00,103.43,Mailed check,PhonePe,SUCCESS,TXN221460500
PMT0007540,BIL0008132,7029-RPUAV,2026-07-13 15:08:00,59.53,Net Banking,PhonePe,SUCCESS,TXN295588567
PMT0007541,BIL0008133,4546-FOKWR,2026-07-03 11:11:00,58.71,Debit Card,BillDesk,FAILED,TXN191243335
PMT0007542,BIL0008134,9036-CSKBW,2026-07-15 20:20:00,67.79,Mailed check,Stripe,SUCCESS,TXN907763109
PMT0007543,BIL0008135,5832-TRLPB,2026-07-08 16:22:00,147.91,Credit Card,Stripe,SUCCESS,TXN801837712
PMT0007544,BIL0008136,8590-YFFQO,2026-07-13 20:25:00,194.64,Debit Card,BillDesk,FAILED,TXN181675482
PMT0007545,BIL0008137,8659-IOOPU,2026-07-14 22:30:00,207.03,Debit Card,Razorpay,SUCCESS,TXN939604306
PMT0007546,BIL0008138,1338-CECEE,2026-07-15 13:53:00,228.33,Electronic check,Razorpay,SUCCESS,TXN779213946
PMT0007547,BIL0008139,7439-DKZTW,2026-07-09 14:36:00,272.05,Net Banking,Stripe,SUCCESS,TXN544155355
PMT0007548,BIL0008140,4646-QZXTF,2026-07-07 20:38:00,243.37,UPI,BillDesk,SUCCESS,TXN669253013
PMT0007549,BIL0008141,4607-CHPCA,2026-07-15 18:08:00,77.17,Mailed check,BillDesk,SUCCESS,TXN355243870
PMT0007550,BIL0008142,9742-XOKTS,2026-07-13 11:42:00,105.67,UPI,Stripe,SUCCESS,TXN674345979
PMT0007551,BIL0008144,9578-FOMUK,2026-07-10 20:21:00,0.0,Net Banking,Paytm,SUCCESS,TXN226570953
PMT0007552,BIL0008145,4712-UYOOI,2026-07-12 15:52:00,141.6,Electronic check,Razorpay,SUCCESS,TXN786525497
PMT0007553,BIL0008146,8824-RWFXJ,2026-07-06 17:06:00,66.26,Electronic check,PhonePe,SUCCESS,TXN574113364
PMT0007554,BIL0008147,7722-CVFXN,2026-07-07 20:15:00,124.14,Mailed check,PhonePe,SUCCESS,TXN926446010
PMT0007555,BIL0008148,8717-VCTXJ,2026-07-13 19:09:00,23.07,UPI,Stripe,SUCCESS,TXN194613615
PMT0007556,BIL0008149,7363-QTBIW,2026-07-13 14:47:00,212.1,UPI,Paytm,SUCCESS,TXN480378231
PMT0007557,BIL0008150,4159-NAAIX,2026-07-06 15:47:00,114.99,Electronic check,BillDesk,SUCCESS,TXN243065040
PMT0007558,BIL0008152,9397-TZSHA,2026-07-14 09:23:00,147.03,UPI,PhonePe,SUCCESS,TXN958801221
PMT0007559,BIL0008153,3391-JSQEW,2026-07-13 18:32:00,88.68,Mailed check,BillDesk,SUCCESS,TXN677971114
PMT0007560,BIL0008154,0343-QLUZP,2026-07-14 19:34:00,17.23,Bank transfer (automatic),BillDesk,SUCCESS,TXN172842933
PMT0007561,BIL0008155,9763-PDTKK,2026-07-02 14:29:00,111.39,UPI,Paytm,SUCCESS,TXN660819492
PMT0007562,BIL0008156,2176-LVPNX,2026-07-09 22:00:00,106.02,UPI,PhonePe,SUCCESS,TXN196648933
PMT0007563,BIL0008157,7627-JKIAZ,2026-07-03 21:43:00,93.16,Bank transfer (automatic),BillDesk,SUCCESS,TXN803389225
PMT0007564,BIL0008158,3312-UUMZW,2026-07-14 13:46:00,234.64,Bank transfer (automatic),Razorpay,SUCCESS,TXN150632267
PMT0007565,BIL0008159,1271-UODNO,2026-07-09 22:27:00,93.04,Credit Card,PhonePe,SUCCESS,TXN986357206
PMT0007566,BIL0008160,8461-EFQYM,2026-07-08 10:03:00,87.62,UPI,Paytm,SUCCESS,TXN775680618
PMT0007567,BIL0008161,6900-RBKER,2026-07-11 19:01:00,194.05,Net Banking,BillDesk,SUCCESS,TXN256974001
PMT0007568,BIL0008162,6891-JPYFF,2026-07-11 18:31:00,65.2,Mailed check,Paytm,SUCCESS,TXN618161471
PMT0007569,BIL0008163,1459-QNFQT,2026-07-14 19:57:00,70.21,Mailed check,Razorpay,SUCCESS,TXN950598073
PMT0007570,BIL0008164,1047-NNCBF,2026-07-08 14:16:00,83.25,Mailed check,Razorpay,SUCCESS,TXN370193306
PMT0007571,BIL0008165,3696-XRIEN,2026-07-06 16:10:00,67.85,Mailed check,Stripe,SUCCESS,TXN842610656
PMT0007572,BIL0008166,4081-DYXAV,2026-07-12 20:05:00,52.92,Bank transfer (automatic),BillDesk,SUCCESS,TXN803701883
PMT0007573,BIL0008167,0074-HDKDG,2026-07-15 09:47:00,249.69,Bank transfer (automatic),BillDesk,SUCCESS,TXN476113847
PMT0007574,BIL0008168,8791-GFXLZ,2026-07-05 20:42:00,0.0,Credit Card,Paytm,SUCCESS,TXN228484477
PMT0007575,BIL0008169,8111-SLLHI,2026-07-07 19:46:00,95.17,UPI,PhonePe,SUCCESS,TXN416806044
PMT0007576,BIL0008170,0927-LCSMG,2026-07-05 09:05:00,206.09,UPI,Paytm,SUCCESS,TXN298168642
PMT0007577,BIL0008171,9330-DHBFL,2026-07-07 13:58:00,48.67,Debit Card,Razorpay,SUCCESS,TXN231320173
PMT0007578,BIL0008172,0098-BOWSO,2026-07-08 15:55:00,81.89,Electronic check,Stripe,SUCCESS,TXN907414458
PMT0007579,BIL0008173,3452-ABWRL,2026-07-02 15:28:00,42.54,Net Banking,PhonePe,FAILED,TXN313902362
PMT0007580,BIL0008174,5859-HZYLF,2026-07-03 18:14:00,52.1,UPI,Paytm,SUCCESS,TXN331259497
PMT0007581,BIL0008175,8257-RZAHR,2026-07-06 18:38:00,76.35,Mailed check,PhonePe,SUCCESS,TXN868663725
PMT0007582,BIL0008176,5293-WXJAK,2026-07-13 17:30:00,63.78,Mailed check,Paytm,SUCCESS,TXN978548477
PMT0007583,BIL0008178,2208-NQBCT,2026-07-14 09:53:00,67.2,Electronic check,PhonePe,SUCCESS,TXN411972144
PMT0007584,BIL0008179,1779-PWPMG,2026-07-10 18:19:00,253.29,Net Banking,BillDesk,SUCCESS,TXN865812158
PMT0007585,BIL0008180,6621-NRZAK,2026-07-10 21:50:00,0.0,Credit Card,PhonePe,SUCCESS,TXN889834968
PMT0007586,BIL0008181,0831-JNISG,2026-07-06 22:45:00,200.36,UPI,Paytm,SUCCESS,TXN867295072
PMT0007587,BIL0008182,0774-IFUVM,2026-07-04 12:23:00,76.88,Credit Card,PhonePe,SUCCESS,TXN385775227
PMT0007588,BIL0008183,3082-WQRVY,2026-07-14 13:14:00,0.0,Bank transfer (automatic),PhonePe,SUCCESS,TXN867662711
